source,price,area_m2,flat_rooms,has_kk,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership,locality,lat,lon
sreality,13999900,54,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 2,50.075748,14.445976
sreality,3750000,37,1,0,1,0,0,4,velmi dobre,vybavene,osobni,Zlín,49.24173,17.65283
sreality,22800000,120,4,1,1,1,1,1,novostavba,vybavene,osobni,Praha 6,50.078136,14.303317
sreality,10903441,65,3,1,1,0,1,1,novostavba,vybavene,osobni,Praha 5,50.029373,14.361618
sreality,16990000,99,4,1,1,1,1,4,velmi dobre,vybavene,osobni,Praha 5,50.032276,14.376992
sreality,6490000,32,1,1,1,0,1,3,velmi dobre,vybavene,osobni,Praha 5,50.071117,14.384736
sreality,5200000,25,1,1,0,0,0,1,velmi dobre,vybavene,osobni,Praha 3,50.093357,14.484075
sreality,4290000,72,2,0,0,0,0,2,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,4490000,59,2,0,0,0,0,2,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,6400000,25,1,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha,50.098297,14.431314
sreality,13800000,135,3,1,0,1,1,3,velmi dobre,vybavene,osobni,Praha 10,50.087013,14.503189
sreality,5290000,79,3,0,0,0,0,2,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,3990000,40,1,0,0,0,0,1,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,5900000,70,2,1,1,0,0,2,velmi dobre,vybavene,osobni,Karlovy Vary,50.220924,12.885031
sreality,2490000,22,1,1,0,0,0,3,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,7482000,60,2,1,1,0,0,1,novostavba,vybavene,osobni,Brno,49.204189,16.630672
sreality,5490000,95,3,0,0,0,0,2,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,6000000,66,2,0,1,0,0,1,velmi dobre,vybavene,osobni,Pardubice,50.0331,15.768673
sreality,6150000,38,2,1,1,1,0,2,novostavba,vybavene,osobni,Brno,49.180557,16.638567
sreality,6660000,39,1,0,0,0,0,3,velmi dobre,vybavene,osobni,Praha 5,50.051613,14.406657
sreality,4490000,118,3,0,0,0,0,1,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,3790000,70,3,0,0,0,0,3,velmi dobre,vybavene,osobni,Liberec,50.745228,15.085835
sreality,13467500,89,3,1,1,0,0,7,velmi dobre,vybavene,osobni,Praha,50.058376,14.420282
sreality,11450000,78,3,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.058434,14.424773
sreality,9934400,46,2,1,1,1,1,3,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459
sreality,15960700,75,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459
sreality,10797500,47,2,1,1,1,1,5,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459
sreality,19635500,85,4,1,1,1,1,6,novostavba,vybavene,osobni,Praha 9,50.107922,14.492459
sreality,5170000,60,2,1,1,1,1,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5600000,68,2,1,1,1,1,3,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5210000,60,2,1,1,1,1,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,4920000,46,1,1,1,0,0,5,novostavba,vybavene,osobni,Liberec,50.769997,15.058449
sreality,4200000,41,1,1,1,0,0,2,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,4950000,60,2,1,1,1,1,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5120000,49,2,1,1,1,0,2,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,4500000,39,1,1,1,1,1,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5250000,60,2,1,1,1,1,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5300000,52,1,1,1,0,0,9,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,12052000,150,4,1,1,1,0,4,novostavba,vybavene,osobni,Kladno,50.147335,14.10285
sreality,5770000,60,2,1,1,1,1,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,7300000,73,3,1,1,1,0,4,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,4160000,37,1,1,1,0,0,6,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,5300000,60,2,1,1,1,1,4,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,4720000,47,1,1,1,0,0,1,novostavba,vybavene,osobni,Liberec,50.769997,15.058449
sreality,5590000,60,2,1,1,1,1,4,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5150000,60,2,1,1,1,1,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5400000,60,2,1,1,1,1,4,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,4900000,52,1,1,1,1,0,3,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,4100000,40,1,1,1,0,0,1,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,5960000,68,2,1,1,1,1,4,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,3990000,76,1,1,1,0,0,1,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5350000,52,1,1,1,0,0,3,novostavba,vybavene,osobni,Liberec,50.769997,15.058449
sreality,5000000,49,2,1,1,1,0,1,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,5140000,60,2,1,1,1,1,3,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,7290000,53,2,1,0,1,0,1,velmi dobre,vybavene,osobni,Brno,49.199844,16.697014
sreality,6070000,62,2,1,1,1,1,5,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,5470000,62,2,1,1,1,1,2,novostavba,vybavene,osobni,Karlovy Vary,50.230106,12.866589
sreality,4820000,42,1,1,1,1,0,3,novostavba,vybavene,osobni,Liberec,50.749416,15.067144
sreality,7461500,44,2,1,1,0,0,5,novostavba,vybavene,osobni,Praha 9,50.106956,14.510207
sreality,7206016,45,2,1,1,0,0,3,novostavba,vybavene,osobni,Praha 9,50.106956,14.510207
sreality,8497000,40,2,1,1,1,1,7,novostavba,vybavene,osobni,Praha 9,50.108223,14.555353
sreality,8714200,52,1,1,1,0,0,2,novostavba,vybavene,osobni,Praha 4,50.065979,14.439
sreality,24290000,137,4,1,1,1,1,6,novostavba,vybavene,osobni,Praha 5,50.061146,14.398285
sreality,3580000,61,2,1,0,0,1,3,velmi dobre,vybavene,osobni,Český Krumlov,48.816753,14.304142
sreality,4190000,55,2,1,0,1,0,3,velmi dobre,vybavene,osobni,Ostrava,49.792274,18.233271
sreality,8295000,58,2,1,1,1,0,3,velmi dobre,vybavene,osobni,Praha 10,50.057392,14.467894
sreality,6250000,74,3,1,0,1,1,1,novostavba,vybavene,osobni,Český Krumlov,48.669369,14.16723
sreality,10665000,58,2,1,0,1,1,1,novostavba,vybavene,osobni,Český Krumlov,48.689053,14.119175
sreality,9990000,119,4,1,0,1,1,3,dobre,vybavene,osobni,Český Krumlov,48.636974,14.223931
sreality,6950000,74,3,1,0,0,1,1,dobre,vybavene,osobni,Plzeň,49.774441,13.29951
sreality,7590000,58,2,1,0,1,1,2,novostavba,vybavene,osobni,Český Krumlov,48.689053,14.119175
sreality,11490000,77,3,1,1,1,0,4,velmi dobre,vybavene,osobni,Praha 9,50.115261,14.562243
sreality,9390000,109,3,1,0,1,1,1,velmi dobre,vybavene,osobni,Český Krumlov,48.68943,14.12043
sreality,5850000,31,1,1,0,1,0,1,velmi dobre,vybavene,osobni,Český Krumlov,48.641506,14.226455
sreality,5950000,63,2,0,0,1,0,1,dobre,vybavene,osobni,České Budějovice,48.982243,14.484259
sreality,5990000,71,3,0,0,1,0,2,dobre,vybavene,osobni,České Budějovice,48.982243,14.484259
sreality,9900000,90,3,1,1,1,1,4,novostavba,vybavene,osobni,České Budějovice,48.975468,14.48424
sreality,6900000,53,3,1,1,1,1,5,velmi dobre,vybavene,osobni,České Budějovice,48.98077,14.479444
sreality,4900000,92,3,1,0,0,1,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.227787,12.861008
sreality,5150000,72,3,0,1,1,0,6,velmi dobre,vybavene,osobni,Zlín,49.24432,17.666241
sreality,7590000,50,2,0,1,0,0,3,velmi dobre,vybavene,osobni,Praha 9,50.108036,14.534473
sreality,4690000,23,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 5,50.058468,14.378085
sreality,27390000,144,4,0,1,0,0,2,velmi dobre,vybavene,osobni,Praha 1,50.083668,14.415094
sreality,9500000,55,2,1,0,0,0,6,velmi dobre,vybavene,osobni,Praha 5,50.073883,14.408747
sreality,18970000,92,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 4,50.033451,14.414365
sreality,22188000,129,5,1,1,1,1,3,velmi dobre,vybavene,osobni,Praha 5,50.053413,14.365912
sreality,7690000,52,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 10,50.07259,14.471398
sreality,14490000,77,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 2,50.076618,14.422744
sreality,10490000,56,2,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 3,50.084145,14.447813
sreality,14890000,81,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 6,50.082985,14.311815
sreality,7190000,74,3,0,0,0,1,3,dobre,vybavene,osobni,Liberec,50.756504,15.059105
sreality,6090000,27,1,1,1,1,1,3,novostavba,vybavene,osobni,Praha 6,50.082985,14.311815
sreality,28300000,91,2,1,1,1,1,14,novostavba,vybavene,osobni,Praha 4,50.049057,14.435971
sreality,7800000,53,2,1,1,1,1,4,novostavba,vybavene,osobni,Kladno,50.162018,14.13467
sreality,11190000,64,2,1,1,1,1,2,novostavba,vybavene,osobni,Praha 6,50.082985,14.311815
sreality,5551000,57,2,1,1,1,1,4,novostavba,vybavene,osobni,Kladno,50.161457,14.135164
sreality,6990000,50,2,0,1,0,0,1,velmi dobre,vybavene,osobni,Praha 5,50.028404,14.367823
sreality,20190000,126,4,1,1,1,1,4,novostavba,vybavene,osobni,Praha 6,50.082985,14.311815
sreality,8490000,91,4,0,0,0,1,2,velmi dobre,vybavene,osobni,Liberec,50.772045,15.045902
sreality,6390000,31,1,1,1,0,1,3,novostavba,vybavene,osobni,Praha 9,50.133427,14.504396
sreality,5000000,65,3,0,1,1,1,5,velmi dobre,vybavene,osobni,Liberec,50.761425,15.096561
sreality,3550000,60,3,0,1,1,1,6,dobre,vybavene,osobni,Ostrava,49.827213,18.269577
sreality,4481500,57,2,1,0,0,0,3,dobre,vybavene,osobni,Plzeň,49.734501,13.372012
sreality,8100000,26,1,1,1,1,0,5,velmi dobre,vybavene,osobni,Praha 2,50.075802,14.421932
sreality,9890000,83,3,1,1,1,1,4,novostavba,vybavene,osobni,Olomouc,49.575043,17.249304
sreality,7200000,98,3,0,0,1,1,3,velmi dobre,vybavene,osobni,Liberec,50.775398,15.070111
sreality,7790000,45,2,0,1,0,0,4,velmi dobre,vybavene,osobni,Praha 4,50.024303,14.495563
sreality,12000000,123,3,0,0,0,0,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.227737,12.876245
sreality,6800000,70,3,1,0,0,0,2,velmi dobre,vybavene,osobni,Karlovy Vary,50.222153,12.887468
sreality,4690000,46,1,0,1,1,0,4,velmi dobre,vybavene,osobni,Karlovy Vary,50.207954,12.820896
sreality,5100000,48,2,1,1,1,0,5,velmi dobre,vybavene,osobni,České Budějovice,48.985531,14.478756
sreality,7700000,27,1,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha,50.078014,14.42275
sreality,4349000,16,1,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 5,50.058468,14.378083
sreality,29990000,129,4,1,0,1,0,8,velmi dobre,vybavene,osobni,Praha,50.076595,14.458818
sreality,10800000,57,2,1,1,0,0,7,novostavba,vybavene,osobni,Praha 4,50.064041,14.445528
sreality,16800000,90,3,1,1,1,0,7,novostavba,vybavene,osobni,Praha 4,50.064041,14.445528
sreality,47750000,210,5,1,1,1,1,6,velmi dobre,vybavene,osobni,Praha 2,50.070503,14.436322
sreality,5995000,75,3,1,0,0,0,2,velmi dobre,vybavene,osobni,České Budějovice,48.971619,14.482497
sreality,13390000,88,3,1,1,1,0,1,novostavba,vybavene,osobni,Praha 8,50.139809,14.447377
sreality,7950000,102,3,1,0,0,0,1,velmi dobre,vybavene,osobni,Plzeň,49.734894,13.370425
sreality,8849000,53,2,1,1,1,1,3,velmi dobre,vybavene,osobni,Praha 9,50.138817,14.517819
sreality,5850000,24,1,1,1,0,0,13,velmi dobre,vybavene,osobni,Praha 6,50.097652,14.3558
sreality,7990000,93,3,0,0,1,0,3,velmi dobre,vybavene,osobni,Ostrava,49.83556,18.28936
sreality,29980000,162,5,1,1,1,0,6,velmi dobre,vybavene,osobni,Praha 5,50.072845,14.393141
sreality,5850000,23,1,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha 2,50.072994,14.431261
sreality,32472000,148,4,0,1,1,0,3,velmi dobre,vybavene,osobni,Praha 2,50.070732,14.414707
sreality,6142000,32,1,1,0,1,0,2,novostavba,vybavene,osobni,Praha 9,50.138927,14.548484
sreality,2990000,28,1,1,0,0,1,3,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581
sreality,8800000,189,5,0,0,0,1,2,dobre,vybavene,osobni,Olomouc,49.601559,17.282108
sreality,2990000,36,2,1,0,0,0,2,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581
sreality,11490000,54,2,1,1,1,1,7,novostavba,vybavene,osobni,Praha 9,50.108665,14.524302
sreality,6500000,56,3,1,0,0,1,2,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581
sreality,5790000,43,2,1,0,1,1,2,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581
sreality,3550000,42,2,1,0,0,1,3,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581
sreality,7350000,65,3,1,0,1,0,3,velmi dobre,vybavene,osobni,Brno,49.191429,16.642689
sreality,16900000,113,4,1,1,1,1,6,velmi dobre,vybavene,osobni,Brno,49.217857,16.496128
sreality,3290000,36,1,1,0,0,1,3,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581
sreality,3750000,33,1,1,0,0,0,1,dobre,vybavene,osobni,Olomouc,49.58614,17.242359
sreality,3990000,68,3,0,1,0,0,5,velmi dobre,vybavene,osobni,Karlovy Vary,50.228474,12.860108
sreality,16490000,83,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha,50.086113,14.515087
sreality,6490000,53,1,0,1,1,0,9,velmi dobre,vybavene,osobni,Praha 5,50.043751,14.328152
sreality,8450000,99,4,1,0,1,1,2,novostavba,vybavene,osobni,Kladno,50.17379,14.106212
sreality,8950000,118,5,1,0,1,1,2,novostavba,vybavene,osobni,Kladno,50.17379,14.106212
sreality,5472600,63,2,1,0,0,0,3,velmi dobre,vybavene,osobni,Plzeň,49.732487,13.373591
sreality,8600000,52,2,1,1,0,0,4,dobre,vybavene,osobni,Praha 4,50.059223,14.449653
sreality,8290400,45,2,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.07383,14.416157
sreality,27900000,122,4,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha 1,50.0891,14.404949
sreality,7490000,43,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 3,50.088699,14.463633
sreality,9959000,64,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 6,50.105408,14.393548
sreality,8890000,43,2,1,1,0,0,2,dobre,vybavene,osobni,Praha 3,50.082024,14.446129
sreality,10450000,75,3,0,1,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.006889,14.429747
sreality,11499000,87,4,0,0,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.007114,14.435184
sreality,7289190,40,2,1,1,1,0,1,velmi dobre,vybavene,osobni,Praha 10,50.055889,14.517004
sreality,8995000,109,3,0,0,0,0,2,velmi dobre,vybavene,osobni,České Budějovice,48.973663,14.475373
sreality,8300000,104,3,0,0,1,0,4,velmi dobre,vybavene,osobni,Olomouc,49.596481,17.238184
sreality,6700000,39,1,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 9,50.11816,14.495939
sreality,9900000,90,4,1,0,0,0,5,velmi dobre,vybavene,osobni,Praha 8,50.110298,14.47299
sreality,10759000,88,4,1,1,1,0,6,velmi dobre,vybavene,osobni,Brno,49.188847,16.645033
sreality,10250000,73,3,0,1,1,0,3,dobre,vybavene,osobni,Praha 4,50.036396,14.503409
sreality,8218000,85,3,1,1,1,1,1,novostavba,vybavene,osobni,Kladno,50.161007,14.13369
sreality,7250000,51,2,0,1,1,0,7,velmi dobre,vybavene,osobni,Brno,49.183842,16.60622
sreality,10890000,57,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 5,50.071945,14.407796
sreality,6790000,38,1,1,1,1,1,2,novostavba,vybavene,osobni,Praha 9,50.107899,14.54641
sreality,10873505,64,3,1,1,1,0,6,novostavba,vybavene,osobni,Praha 5,49.983974,14.359765
sreality,3730000,52,1,0,0,0,1,1,velmi dobre,vybavene,osobni,Ostrava,49.794983,18.263107
sreality,16896500,72,2,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 1,50.091057,14.42034
sreality,25167800,124,4,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 4,50.06551,14.438411
sreality,9690000,70,2,0,1,0,0,2,dobre,vybavene,osobni,Praha 5,50.073006,14.393512
sreality,3535000,59,2,0,0,1,0,1,dobre,vybavene,osobni,Ostrava,49.790062,18.255293
sreality,4349000,52,1,0,0,0,0,1,velmi dobre,vybavene,osobni,Plzeň,49.737564,13.392915
sreality,16400000,110,3,0,1,0,0,3,velmi dobre,vybavene,osobni,Praha 2,50.07634,14.423551
sreality,17000000,104,4,1,0,1,1,3,velmi dobre,vybavene,osobni,Praha 5,49.973518,14.387759
sreality,13490000,78,3,1,1,1,1,3,velmi dobre,vybavene,osobni,Praha 5,50.059551,14.330171
sreality,10590000,58,2,0,0,1,0,4,velmi dobre,vybavene,osobni,Praha 10,50.070175,14.458537
sreality,11368904,59,2,1,0,0,0,1,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594
sreality,8750000,34,1,1,1,0,0,1,novostavba,vybavene,osobni,Praha 4,50.063679,14.436554
sreality,7850000,49,2,1,1,1,0,1,novostavba,vybavene,osobni,Praha,50.001194,14.342615
sreality,8390000,64,1,1,1,1,0,1,novostavba,vybavene,osobni,Praha 8,50.12846,14.484085
sreality,1795000,26,1,1,1,0,0,1,velmi dobre,vybavene,osobni,Karlovy Vary,50.227169,12.858927
sreality,7850000,100,4,1,0,1,0,2,novostavba,vybavene,osobni,Brno,49.17054,16.325256
sreality,12900000,60,2,1,1,1,1,6,novostavba,vybavene,osobni,Praha 10,50.044987,14.501647
sreality,2745000,56,3,0,0,0,1,3,dobre,vybavene,osobni,České Budějovice,49.304043,14.38632
sreality,7100000,48,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha,50.069649,14.382401
sreality,8500000,63,3,0,1,1,0,3,velmi dobre,vybavene,osobni,Brno,49.203651,16.668402
sreality,6166116,61,2,1,1,1,1,3,novostavba,vybavene,osobni,Trutnov,50.63496,15.710593
sreality,6389256,77,3,1,1,1,1,1,novostavba,vybavene,osobni,Trutnov,50.63496,15.710593
sreality,4827273,47,2,1,1,1,1,3,novostavba,vybavene,osobni,Trutnov,50.63496,15.710593
sreality,9999000,70,3,0,0,1,1,4,dobre,vybavene,osobni,Praha 5,49.988804,14.374231
sreality,9100000,55,2,1,1,1,0,5,novostavba,vybavene,osobni,Praha 5,50.029346,14.362289
sreality,6135200,63,3,0,0,1,0,4,dobre,vybavene,osobni,Plzeň,49.776943,13.365992
sreality,7580000,71,2,1,0,1,0,1,novostavba,vybavene,osobni,Český Krumlov,48.641518,14.226464
sreality,6300000,54,2,1,1,1,0,2,novostavba,vybavene,osobni,Český Krumlov,48.641312,14.226806
sreality,11670000,127,4,1,0,1,0,2,novostavba,vybavene,osobni,Český Krumlov,48.639599,14.227067
sreality,6500000,69,2,1,1,1,0,1,novostavba,vybavene,osobni,Český Krumlov,48.641304,14.226718
sreality,7000000,63,2,1,0,1,0,1,velmi dobre,vybavene,osobni,Český Krumlov,48.639801,14.226617
sreality,8790000,66,3,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.140293,16.670647
sreality,8530000,63,3,1,1,1,0,5,novostavba,vybavene,osobni,Brno,49.216702,16.495047
sreality,4880000,57,2,0,1,1,1,3,velmi dobre,vybavene,osobni,Liberec,50.745567,15.060944
sreality,2990000,33,2,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha,49.815308,14.396117
sreality,5590000,60,2,1,1,0,1,1,novostavba,vybavene,osobni,Kladno,50.133904,14.137182
sreality,8600000,49,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 3,50.078175,14.466297
sreality,3495000,33,1,0,0,0,0,4,dobre,vybavene,osobni,Olomouc,49.584129,17.292412
sreality,6790000,62,2,1,0,1,0,1,velmi dobre,vybavene,osobni,Olomouc,49.572369,17.252378
sreality,8500000,38,1,1,1,1,1,10,velmi dobre,vybavene,osobni,Praha 3,50.085598,14.468936
sreality,10550000,70,2,1,1,1,1,6,velmi dobre,vybavene,osobni,Brno,49.210251,16.601
sreality,6859662,49,2,1,1,1,1,1,novostavba,vybavene,osobni,Liberec,50.732967,15.066274
sreality,5490000,66,3,1,0,0,0,3,novostavba,vybavene,osobni,Olomouc,49.735088,17.297749
sreality,7290000,97,2,0,1,0,0,4,dobre,vybavene,osobni,Olomouc,49.596039,17.24621
sreality,6200000,38,2,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha,49.991676,14.654268
sreality,7450000,80,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Brno,49.27113,16.596445
sreality,9190000,82,4,0,0,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.000404,14.430167
sreality,5890000,51,3,1,0,1,0,2,velmi dobre,vybavene,osobni,Český Krumlov,48.752274,14.063748
sreality,12500000,61,2,1,1,1,1,3,novostavba,vybavene,osobni,Praha 5,50.03083,14.394881
sreality,9990000,48,2,1,1,1,1,2,dobre,vybavene,osobni,Praha 10,50.078259,14.487286
sreality,5690000,68,3,0,1,1,0,3,velmi dobre,vybavene,osobni,Olomouc,49.572033,17.294304
sreality,11600000,55,2,1,1,1,1,1,velmi dobre,vybavene,osobni,Brno,49.230122,16.607656
sreality,7690000,52,2,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 8,50.100853,14.47268
sreality,3990000,40,1,0,1,0,0,1,velmi dobre,vybavene,osobni,Praha 10,50.054714,14.51629
sreality,12000000,110,3,0,0,0,1,2,velmi dobre,vybavene,osobni,Praha 9,50.112698,14.563646
sreality,4790000,72,2,0,0,0,0,1,dobre,vybavene,osobni,Plzeň,49.74752,13.394214
sreality,5490000,68,3,0,1,1,0,8,velmi dobre,vybavene,osobni,Olomouc,49.572887,17.253019
sreality,5990000,79,3,0,0,0,0,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.234089,12.871804
sreality,5400000,22,1,1,0,0,0,1,novostavba,vybavene,osobni,Praha 5,50.054661,14.285619
sreality,18504943,119,5,1,1,1,0,9,novostavba,vybavene,osobni,Praha 5,49.983574,14.359508
sreality,8870000,86,3,1,1,1,0,2,velmi dobre,vybavene,osobni,Pardubice,50.040943,15.752355
sreality,16940000,83,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 5,50.039146,14.321255
sreality,13250000,80,3,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 9,50.103271,14.50922
sreality,9785000,63,3,1,1,1,0,1,dobre,vybavene,osobni,Praha 10,50.047131,14.521245
sreality,6999000,47,1,1,1,0,1,1,novostavba,vybavene,osobni,Zlín,49.227962,17.673176
sreality,18490000,112,3,1,1,1,1,6,novostavba,vybavene,osobni,Praha 9,50.104847,14.488154
sreality,11490000,114,2,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.063938,14.424883
sreality,7190000,47,1,1,1,0,1,2,novostavba,vybavene,osobni,Zlín,49.227962,17.673176
sreality,7338800,59,2,1,0,0,1,5,novostavba,vybavene,osobni,Praha 10,50.016541,14.583332
sreality,6580637,61,2,1,1,0,0,1,novostavba,vybavene,osobni,Kladno,50.151047,14.115027
sreality,13499000,95,3,1,1,1,1,3,novostavba,vybavene,osobni,Zlín,49.227962,17.673176
sreality,6795000,46,2,1,0,0,0,3,dobre,vybavene,osobni,Brno,49.214146,16.684788
sreality,9997000,90,3,1,0,1,0,1,velmi dobre,vybavene,osobni,Plzeň,49.698395,13.41728
sreality,13000000,83,3,1,1,1,0,8,novostavba,vybavene,osobni,Brno,49.200504,16.624559
sreality,4790000,56,2,1,0,1,0,4,velmi dobre,vybavene,osobni,Plzeň,49.727249,13.370159
sreality,7471961,75,3,1,1,1,0,4,novostavba,vybavene,osobni,Kladno,50.151047,14.115027
sreality,17700000,112,3,1,1,1,0,5,velmi dobre,vybavene,osobni,Praha 6,50.088036,14.36387
sreality,12982235,89,2,1,1,1,1,10,novostavba,vybavene,osobni,Praha,50.094227,14.499879
sreality,15800000,89,3,1,1,1,1,10,novostavba,vybavene,osobni,Praha,50.094227,14.499879
sreality,10695000,93,2,1,1,1,1,2,dobre,vybavene,osobni,Praha 5,50.036854,14.34589
sreality,7750000,53,2,0,1,0,0,5,velmi dobre,vybavene,osobni,Praha 9,50.105202,14.482629
sreality,4200000,73,3,0,1,0,0,1,velmi dobre,vybavene,osobni,Ostrava,49.783527,18.259054
sreality,5860000,36,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 6,50.068863,14.312572
sreality,12200000,71,3,1,1,1,1,3,novostavba,vybavene,osobni,Brno,49.180222,16.619232
sreality,9990000,104,4,1,0,1,0,1,velmi dobre,vybavene,osobni,Olomouc,49.572174,17.296093
sreality,6900000,37,1,1,1,1,1,2,novostavba,vybavene,osobni,Praha 10,50.019268,14.58224
sreality,13900000,93,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 10,50.019268,14.58224
sreality,15900000,108,4,1,1,1,1,2,novostavba,vybavene,osobni,Praha 10,50.019268,14.58224
sreality,8490000,52,2,1,0,1,1,2,velmi dobre,vybavene,osobni,Praha 10,50.021111,14.584672
sreality,14200000,62,2,1,1,1,0,5,velmi dobre,vybavene,osobni,Praha 2,50.070835,14.442614
sreality,11990000,73,3,1,1,1,1,1,novostavba,vybavene,osobni,Praha,50.031734,14.36423
sreality,12490000,75,3,1,1,1,1,4,velmi dobre,vybavene,osobni,Praha 4,50.040405,14.498413
sreality,8850000,55,3,1,0,0,1,2,novostavba,vybavene,osobni,Praha 5,49.979427,14.346383
sreality,3790000,34,1,1,0,0,0,1,novostavba,vybavene,osobni,České Budějovice,48.976749,14.358397
sreality,7390000,90,3,1,0,1,1,1,novostavba,vybavene,osobni,České Budějovice,48.976749,14.358397
sreality,3960000,71,4,1,0,0,1,2,velmi dobre,vybavene,osobni,Trutnov,50.596031,15.877659
sreality,4790000,24,1,1,1,1,0,5,novostavba,vybavene,osobni,Brno,49.174072,16.567472
sreality,10450000,111,4,0,0,0,1,3,velmi dobre,vybavene,osobni,Liberec,50.771294,15.045396
sreality,15490000,96,4,1,0,1,1,1,velmi dobre,vybavene,osobni,Praha 5,49.979382,14.34629
