source,price,area_m2,flat_rooms,has_kk,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership,locality,lat,lon,closest_stop_km,closest_train_km,closest_school_km,closest_kinder_km,closest_market_km,closest_hospital_km
sreality,7990000,93,3,0,0,1,0,3,velmi dobre,vybavene,osobni,Ostrava,49.83556,18.28936,0.14763538873933227,0.8537936841317507,0.3589289983016332,0.31794153982885626,0.07976261344110626,0.983398269586696
sreality,29980000,162,5,1,1,1,0,6,velmi dobre,vybavene,osobni,Praha 5,50.072845,14.393141,0.0670545306311502,0.8216868306887729,0.1201297634908979,0.2531878518538679,0.04136673608745036,1.1161738228250182
sreality,5850000,23,1,1,1,0,0,4,velmi dobre,vybavene,osobni,Praha 2,50.072994,14.431261,0.1430048449924502,0.16328244850969198,0.2563588559697103,0.2853241130091901,0.09721138161496065,0.08459405566506634
sreality,32472000,148,4,0,1,1,0,3,velmi dobre,vybavene,osobni,Praha 2,50.070732,14.414707,0.13687458809167927,0.4566086143212667,0.09117560650134311,0.1880803598467848,0.03900538776170753,0.06560794074145865
sreality,6142000,32,1,1,0,1,0,2,novostavba,vybavene,osobni,Praha 9,50.138927,14.548484,0.16157115063455751,2.346364480054074,0.5686389628394839,0.43044463731075766,0.4293286569307201,0.5628879809850826
sreality,2990000,28,1,1,0,0,1,3,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581,0.4822987661971,1.2721233925464988,0.5493185654365331,0.2910965230233416,0.7285424749035163,9.519713750504154
sreality,8800000,189,5,0,0,0,1,2,dobre,vybavene,osobni,Olomouc,49.601559,17.282108,0.31693731939731434,1.006314438998641,0.19815836055646954,0.30568231202663737,0.2738074332727101,1.2022933994532172
sreality,2990000,36,2,1,0,0,0,2,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581,0.4822987661971,1.2721233925464988,0.5493185654365331,0.2910965230233416,0.7285424749035163,9.519713750504154
sreality,11490000,54,2,1,1,1,1,7,novostavba,vybavene,osobni,Praha 9,50.108665,14.524302,0.2807432554891232,0.5829360783758227,0.597334553359943,0.8165726171191667,0.6092715709995572,0.9476027226038979
sreality,6500000,56,3,1,0,0,1,2,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581,0.4822987661971,1.2721233925464988,0.5493185654365331,0.2910965230233416,0.7285424749035163,9.519713750504154
sreality,5790000,43,2,1,0,1,1,2,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581,0.4822987661971,1.2721233925464988,0.5493185654365331,0.2910965230233416,0.7285424749035163,9.519713750504154
sreality,3550000,42,2,1,0,0,1,3,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581,0.4822987661971,1.2721233925464988,0.5493185654365331,0.2910965230233416,0.7285424749035163,9.519713750504154
sreality,7350000,65,3,1,0,1,0,3,velmi dobre,vybavene,osobni,Brno,49.191429,16.642689,0.07817459721151238,1.4740389895508237,0.8451318300717495,0.688034833667657,0.312329805666069,0.33989715222300787
sreality,16900000,113,4,1,1,1,1,6,velmi dobre,vybavene,osobni,Brno,49.217857,16.496128,0.12451127976760526,6.384710141193687,1.0807040869957607,0.2367052389143411,0.13521313409592653,0.6677179710422764
sreality,3290000,36,1,1,0,0,1,3,novostavba,vybavene,osobni,Český Krumlov,48.737865,14.102581,0.4822987661971,1.2721233925464988,0.5493185654365331,0.2910965230233416,0.7285424749035163,9.519713750504154
sreality,3750000,33,1,1,0,0,0,1,dobre,vybavene,osobni,Olomouc,49.58614,17.242359,0.10058577239867399,0.20299035566091805,0.4402982968742146,0.13856748463306626,0.0617955211821443,0.08315744883411444
sreality,3990000,68,3,0,1,0,0,5,velmi dobre,vybavene,osobni,Karlovy Vary,50.228474,12.860108,0.23402140734448226,0.338580701957931,0.334870836614647,0.21927403697818737,0.3780718867487591,7.358186653894301
sreality,16490000,83,4,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha,50.086113,14.515087,0.19283448305664974,1.2308255438447786,0.4326215940843678,0.8199524140047012,0.5588600704857036,1.5907833048602082
sreality,6490000,53,1,0,1,1,0,9,velmi dobre,vybavene,osobni,Praha 5,50.043751,14.328152,0.22476064981280217,0.18618270173727347,0.1664738616071177,0.0807062816738178,0.1418115697723368,1.3009864752967708
sreality,8450000,99,4,1,0,1,1,2,novostavba,vybavene,osobni,Kladno,50.17379,14.106212,0.1809329708427812,2.049843500766355,0.5521474851866396,1.0133187283382623,0.5323856530372661,3.10535118067469
sreality,8950000,118,5,1,0,1,1,2,novostavba,vybavene,osobni,Kladno,50.17379,14.106212,0.1809329708427812,2.049843500766355,0.5521474851866396,1.0133187283382623,0.5323856530372661,3.10535118067469
sreality,5472600,63,2,1,0,0,0,3,velmi dobre,vybavene,osobni,Plzeň,49.732487,13.373591,0.11055586334556362,1.6012303556105365,0.1267106027084682,0.1714301295283746,0.15376154998759423,1.3003330906404802
sreality,8600000,52,2,1,1,0,0,4,dobre,vybavene,osobni,Praha 4,50.059223,14.449653,0.0961307573204865,0.6355188508123595,0.12019096204351719,0.26303736944101075,0.07694915374094574,0.391552064622208
sreality,8290400,45,2,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.07383,14.416157,0.0909361496843745,0.10019416929367936,0.2184031184809398,0.37070351778661964,0.044595843509909514,0.15039890977295894
sreality,27900000,122,4,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha 1,50.0891,14.404949,0.1031885481040489,0.4121389201254227,0.10077777344504553,0.2934136336258489,0.1767312755920604,0.8162724101949582
sreality,7490000,43,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 3,50.088699,14.463633,0.10156682286604994,0.9176121637079444,0.5312674303800798,0.32644342564060463,0.08979037247461842,0.6050116857952632
sreality,9959000,64,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 6,50.105408,14.393548,0.0952814282711,0.550983113808103,0.4946839059950853,0.3766399194879647,0.11960280278647802,0.389136492667065
sreality,8890000,43,2,1,1,0,0,2,dobre,vybavene,osobni,Praha 3,50.082024,14.446129,0.10321058163373621,0.5811647549585409,0.21492598647244573,0.19912984074236334,0.07042628174867589,0.1292737028228488
sreality,10450000,75,3,0,1,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.006889,14.429747,0.04037003381398484,2.852146019920742,0.36728744499425653,0.18184683768150842,0.24133657810030218,0.9481335128475507
sreality,11499000,87,4,0,0,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.007114,14.435184,0.2339465581169756,3.0724802891826046,0.5072036132923914,0.22468014597136313,0.5509710295207115,1.2712194795265472
sreality,7289190,40,2,1,1,1,0,1,velmi dobre,vybavene,osobni,Praha 10,50.055889,14.517004,0.2417066417812025,1.1707192029206355,0.6917301431786896,0.5411403975065867,0.2820866517827755,0.260678633745919
sreality,8995000,109,3,0,0,0,0,2,velmi dobre,vybavene,osobni,České Budějovice,48.973663,14.475373,0.06537938411104924,0.9696924138892785,0.2619542181670825,0.4679655767380741,0.05265566032783185,0.24259796651436205
sreality,8300000,104,3,0,0,1,0,4,velmi dobre,vybavene,osobni,Olomouc,49.596481,17.238184,0.023620532005381282,1.1511888930901504,0.39803731003191284,0.16230611038608936,0.17545839160092505,0.6593151711932892
sreality,6700000,39,1,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 9,50.11816,14.495939,0.10452915865312262,0.2242597137673647,0.27258675658166,0.22511523820419072,0.30713487261683853,0.16456038549526864
sreality,9900000,90,4,1,0,0,0,5,velmi dobre,vybavene,osobni,Praha 8,50.110298,14.47299,0.18676031830639508,0.7157100758625475,0.21602555706030832,0.1616363634793169,0.1965129139131654,0.4287480315773076
sreality,10759000,88,4,1,1,1,0,6,velmi dobre,vybavene,osobni,Brno,49.188847,16.645033,0.2200731799730946,1.8003130717829057,0.5810862617561925,0.6277161808848841,0.21771264911219576,0.4009748143914604
sreality,10250000,73,3,0,1,1,0,3,dobre,vybavene,osobni,Praha 4,50.036396,14.503409,0.23619805930206034,1.0267228683007112,0.11701027073137736,0.3153964812294654,0.38588981914483783,0.7956852408622741
sreality,8218000,85,3,1,1,1,1,1,novostavba,vybavene,osobni,Kladno,50.161007,14.13369,0.25099266203804776,0.3746998502868967,0.6229173396381815,0.22824999089792072,1.933673875260016,2.818326812645992
sreality,7250000,51,2,0,1,1,0,7,velmi dobre,vybavene,osobni,Brno,49.183842,16.60622,0.2356065135487569,0.6923788105940824,0.5471347648838294,0.3546540170828861,0.3016125453365479,0.31864104392384013
sreality,10890000,57,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 5,50.071945,14.407796,0.056717335219664655,0.3349788592292039,0.423274011700969,0.21188042508215085,0.05393884169926314,0.574543136990464
sreality,6790000,38,1,1,1,1,1,2,novostavba,vybavene,osobni,Praha 9,50.107899,14.54641,0.023507239862024427,0.7100057288210547,0.4168440947617814,0.294137620758003,0.1957832749691308,0.6540557774538037
sreality,10873505,64,3,1,1,1,0,6,novostavba,vybavene,osobni,Praha 5,49.983974,14.359765,0.16335249844192382,0.3433537326464308,0.31038009393986193,0.5721328501909014,0.1705232386529106,2.3195862454557874
sreality,3730000,52,1,0,0,0,1,1,velmi dobre,vybavene,osobni,Ostrava,49.794983,18.263107,0.15456840558171173,0.731839262038516,0.3086166229937641,0.42652404406803096,0.5157253794654695,1.065813092846455
sreality,16896500,72,2,1,1,0,1,1,velmi dobre,vybavene,osobni,Praha 1,50.091057,14.42034,0.11601993148160314,0.3704355133512769,0.03815681503139406,0.3279691273781331,0.21043713374882445,0.1117854095895123
sreality,25167800,124,4,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha 4,50.06551,14.438411,0.12283037695196279,0.6155956488173714,0.2949640163217875,0.2940261340019701,0.07887134141434855,0.33919037116337364
sreality,9690000,70,2,0,1,0,0,2,dobre,vybavene,osobni,Praha 5,50.073006,14.393512,0.08474417113064901,0.8036161003202653,0.09279293022937428,0.27769828164905636,0.021055407967233156,1.1389401722685148
sreality,3535000,59,2,0,0,1,0,1,dobre,vybavene,osobni,Ostrava,49.790062,18.255293,0.16929445246206326,1.3743142614575903,0.2102802903325531,0.2741425481179445,0.20591882778827975,0.520770909662974
sreality,4349000,52,1,0,0,0,0,1,velmi dobre,vybavene,osobni,Plzeň,49.737564,13.392915,0.17140938075846457,0.7232300712456665,0.2346268174467887,0.4990522941159281,0.18323812125036024,0.10225671774559157
sreality,16400000,110,3,0,1,0,0,3,velmi dobre,vybavene,osobni,Praha 2,50.07634,14.423551,0.08195425995861394,0.4640227323442595,0.1200272689029943,0.14667108943433815,0.07608835244016854,0.41895503788020805
sreality,17000000,104,4,1,0,1,1,3,velmi dobre,vybavene,osobni,Praha 5,49.973518,14.387759,0.3800306846597715,0.9292851276349283,0.59747176947097,0.37905654842892533,0.37934066935631716,0.46686638296078575
sreality,13490000,78,3,1,1,1,1,3,velmi dobre,vybavene,osobni,Praha 5,50.059551,14.330171,0.14102330152707718,1.1685338833041727,1.3350461598588652,0.9283717935552711,1.1720220278837903,2.765034794130759
sreality,10590000,58,2,0,0,1,0,4,velmi dobre,vybavene,osobni,Praha 10,50.070175,14.458537,0.09124915889843298,1.006308406324651,0.13683963631226875,0.1965782000372403,0.09663761570764054,0.6606222970657117
sreality,11368904,59,2,1,0,0,0,1,novostavba,vybavene,osobni,Praha 2,50.070736,14.430594,0.1522859466032472,0.40013313074695467,0.0971685007927437,0.2515497634895305,0.12734479588048736,0.3333041007032559
sreality,8750000,34,1,1,1,0,0,1,novostavba,vybavene,osobni,Praha 4,50.063679,14.436554,0.11724786830534922,0.4343631770952666,0.17145021906012364,0.12412405605526997,0.16600996994874226,0.338806679021464
sreality,7850000,49,2,1,1,1,0,1,novostavba,vybavene,osobni,Praha,50.001194,14.342615,0.3702202826426829,2.300695282178466,1.8665581973564311,1.9551488881777828,2.0160130610691054,3.464562543420412
sreality,8390000,64,1,1,1,1,0,1,novostavba,vybavene,osobni,Praha 8,50.12846,14.484085,0.14267155549742122,0.46768444457247677,0.19302881767671975,0.4132204349452305,0.16616890535298998,0.3903214271619366
sreality,1795000,26,1,1,1,0,0,1,velmi dobre,vybavene,osobni,Karlovy Vary,50.227169,12.858927,0.10231979012256523,0.49800461782256905,0.4313734104926331,0.2068277835561545,0.5084924086323656,7.394612090279903
sreality,7850000,100,4,1,0,1,0,2,novostavba,vybavene,osobni,Brno,49.17054,16.325256,0.025670311625609638,3.0712838169912042,3.4136029705337925,2.461017987085126,0.5107180467350693,4.761169836798003
sreality,12900000,60,2,1,1,1,1,6,novostavba,vybavene,osobni,Praha 10,50.044987,14.501647,0.4261940262549006,1.6686931724789753,0.6284623850963406,0.7521093591534,0.07149794497039112,0.8870480934152488
sreality,2745000,56,3,0,0,0,1,3,dobre,vybavene,osobni,České Budějovice,49.304043,14.38632,0.28311131468085093,6.62374428167358,0.6872623100556637,6.713953089213177,6.014945134301465,5.98873006241194
sreality,7100000,48,2,1,1,0,0,3,velmi dobre,vybavene,osobni,Praha,50.069649,14.382401,0.16326460704374127,1.338188957275612,0.0902145844892085,0.2813429228068665,0.1358507271346435,0.9274969738817673
sreality,8500000,63,3,0,1,1,0,3,velmi dobre,vybavene,osobni,Brno,49.203651,16.668402,0.10867730231715204,2.3035122713810754,0.4275411527390785,0.1950274415042545,0.192650227844951,0.6699739508083997
sreality,6166116,61,2,1,1,1,1,3,novostavba,vybavene,osobni,Trutnov,50.63496,15.710593,0.0487555426409626,6.436059606688753,2.1395193167279634,2.4682817016975505,0.07069317235362417,4.9827194081266715
sreality,6389256,77,3,1,1,1,1,1,novostavba,vybavene,osobni,Trutnov,50.63496,15.710593,0.0487555426409626,6.436059606688753,2.1395193167279634,2.4682817016975505,0.07069317235362417,4.9827194081266715
sreality,4827273,47,2,1,1,1,1,3,novostavba,vybavene,osobni,Trutnov,50.63496,15.710593,0.0487555426409626,6.436059606688753,2.1395193167279634,2.4682817016975505,0.07069317235362417,4.9827194081266715
sreality,9999000,70,3,0,0,1,1,4,dobre,vybavene,osobni,Praha 5,49.988804,14.374231,0.317040096779154,0.8238464074586518,1.271706006423745,0.6777207356475867,0.8370372913005408,2.199538368750361
sreality,9100000,55,2,1,1,1,0,5,novostavba,vybavene,osobni,Praha 5,50.029346,14.362289,0.09299338504053584,2.498309390866233,0.4401985276275502,0.24739192096974938,0.1154500215501833,0.06132172354268883
sreality,6135200,63,3,0,0,1,0,4,dobre,vybavene,osobni,Plzeň,49.776943,13.365992,0.14803412457934484,4.065440313092752,0.3243370523280603,0.11342639301990425,0.1165924858753431,0.17062598230028667
sreality,7580000,71,2,1,0,1,0,1,novostavba,vybavene,osobni,Český Krumlov,48.641518,14.226464,0.25800736822362963,1.5363653568716258,0.39456686302580324,2.973434258807285,0.19517173612641395,3.293943758536266
sreality,6300000,54,2,1,1,1,0,2,novostavba,vybavene,osobni,Český Krumlov,48.641312,14.226806,0.22530450958240694,1.5028464897217817,0.3620028532313305,2.939511101362004,0.1844200283224714,3.260016607366694
sreality,11670000,127,4,1,0,1,0,2,novostavba,vybavene,osobni,Český Krumlov,48.639599,14.227067,0.06099968892751895,1.3922544409402038,0.3115995646246846,2.791102749737414,0.11201188756463336,3.111574316206327
sreality,6500000,69,2,1,1,1,0,1,novostavba,vybavene,osobni,Český Krumlov,48.641304,14.226718,0.23079625628417644,1.5078220254937116,0.36751162445510405,2.94334258493478,0.1805956409492853,3.2638571176652373
sreality,7000000,63,2,1,0,1,0,1,velmi dobre,vybavene,osobni,Český Krumlov,48.639801,14.226617,0.08825132862067457,1.4318665406824143,0.34267406761513386,2.8305159236721904,0.07541814442326115,3.1509702350855644
sreality,8790000,66,3,1,0,1,1,3,novostavba,vybavene,osobni,Brno,49.140293,16.670647,0.2371504208089393,1.3378276682447392,0.6986417271179212,0.9971652437587544,0.8373973964832457,4.386793146058132
sreality,8530000,63,3,1,1,1,0,5,novostavba,vybavene,osobni,Brno,49.216702,16.495047,0.09764557923357163,6.2924151335118275,0.9482987063052079,0.17513272897087803,0.23156692787356212,0.774673672991569
sreality,4880000,57,2,0,1,1,1,3,velmi dobre,vybavene,osobni,Liberec,50.745567,15.060944,0.1483277666145175,1.4138848664883967,0.8331023802644841,0.5083703951309121,0.13996053478199064,0.3507041864273276
sreality,2990000,33,2,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha,49.815308,14.396117,0.14943917646967633,7.275812242629322,5.9615363303872835,5.70862173315554,0.21841079833623422,11.351090312282103
sreality,5590000,60,2,1,1,0,1,1,novostavba,vybavene,osobni,Kladno,50.133904,14.137182,0.07259214171587211,1.8011675797531377,0.2526881095314944,0.15948007621615706,0.11665438974638691,2.8578562639617995
sreality,8600000,49,2,1,1,0,0,1,velmi dobre,vybavene,osobni,Praha 3,50.078175,14.466297,0.012622153663481045,0.6882094501653877,0.1554299970505404,0.19804742946795542,0.11572903791049118,0.5729629251683268
sreality,3495000,33,1,0,0,0,0,4,dobre,vybavene,osobni,Olomouc,49.584129,17.292412,0.16357006378147304,1.4025775855103637,1.0093762495701326,1.0348555130166097,0.7744488977973569,1.9134772410344798
sreality,6790000,62,2,1,0,1,0,1,velmi dobre,vybavene,osobni,Olomouc,49.572369,17.252378,0.1980162308263481,1.722270603692238,0.2790247703761666,0.3351846862597236,0.3212161353163406,0.9552159542471937
sreality,8500000,38,1,1,1,1,1,10,velmi dobre,vybavene,osobni,Praha 3,50.085598,14.468936,0.09663728090862087,0.9653368393851302,0.3147975086952739,0.19339292564934277,0.11716567919919817,0.6798744356161829
sreality,10550000,70,2,1,1,1,1,6,velmi dobre,vybavene,osobni,Brno,49.210251,16.601,0.12355164382769898,2.3018799558540066,0.17471135779881344,0.14475487853181676,0.028049760457926107,0.08181883336577196
sreality,6859662,49,2,1,1,1,1,1,novostavba,vybavene,osobni,Liberec,50.732967,15.066274,0.3591887886473536,1.5570929134925926,0.6256996205796702,0.7593367517674559,0.6496528325861769,1.7184405804248344
sreality,5490000,66,3,1,0,0,0,3,novostavba,vybavene,osobni,Olomouc,49.735088,17.297749,0.2509682919278696,1.820093772160883,0.39246981929115426,0.09205924129591395,0.4910329123371432,8.448665883204356
sreality,7290000,97,2,0,1,0,0,4,dobre,vybavene,osobni,Olomouc,49.596039,17.24621,0.033393550783005474,1.0040075815947227,0.04887125372597637,0.3573226946221534,0.054195601881136604,0.16025240726740816
sreality,6200000,38,2,1,0,1,0,2,velmi dobre,vybavene,osobni,Praha,49.991676,14.654268,0.0995868423674955,0.9391724267648865,0.07499143369352271,0.5057256393228586,0.20117019092165336,0.3518218249416572
sreality,7450000,80,2,1,0,0,0,1,velmi dobre,vybavene,osobni,Brno,49.27113,16.596445,0.045079001465871585,4.474658110862703,0.2622389159387919,1.058681249621591,0.05764128069452182,2.4192186698417584
sreality,9190000,82,4,0,0,1,0,2,velmi dobre,vybavene,osobni,Praha 4,50.000404,14.430167,0.17005159466548417,3.4819390125015017,0.2309726938781338,0.3936545160260869,0.21085580907233226,1.194292185211107
sreality,5890000,51,3,1,0,1,0,2,velmi dobre,vybavene,osobni,Český Krumlov,48.752274,14.063748,0.4710421512339629,2.000410198403572,2.7310837874739473,2.9486441420257727,2.782938380264558,12.421683409969399
sreality,12500000,61,2,1,1,1,1,3,novostavba,vybavene,osobni,Praha 5,50.03083,14.394881,0.1412915615490324,0.9151435570157712,1.2638784782516648,1.238152589546371,0.17298881234663027,1.5138924706402734
sreality,9990000,48,2,1,1,1,1,2,dobre,vybavene,osobni,Praha 10,50.078259,14.487286,0.1408563438757752,0.6384684078479868,0.46423348592813835,0.5217763184382184,0.07102948973598507,0.6228696567826925
sreality,5690000,68,3,0,1,1,0,3,velmi dobre,vybavene,osobni,Olomouc,49.572033,17.294304,0.10435253085810905,2.5842888118122525,0.11024262112624736,1.7357472260663602,0.38423550991709354,2.800623739397305
sreality,11600000,55,2,1,1,1,1,1,velmi dobre,vybavene,osobni,Brno,49.230122,16.607656,0.12539829924879822,0.7928798561039528,0.6123846188789783,0.26207855590082324,0.20157255908752011,0.6785924270901548
sreality,7690000,52,2,1,1,0,0,2,velmi dobre,vybavene,osobni,Praha 8,50.100853,14.47268,0.18874565493904805,0.36101098950943766,0.27905068162176744,0.27749487775544546,0.20809922345100815,0.6247340046014288
sreality,3990000,40,1,0,1,0,0,1,velmi dobre,vybavene,osobni,Praha 10,50.054714,14.51629,0.21327945194036518,1.2148856974855213,0.6036454423998082,0.4818596381175296,0.1713006165880977,0.13593451707023277
sreality,12000000,110,3,0,0,0,1,2,velmi dobre,vybavene,osobni,Praha 9,50.112698,14.563646,0.2018370458620502,0.688563510269005,0.6127614405824702,0.9186737660626347,0.5405130511698035,1.9814904276879106
sreality,4790000,72,2,0,0,0,0,1,dobre,vybavene,osobni,Plzeň,49.74752,13.394214,0.032233667110830234,0.6328469202370507,0.9504909380204283,1.2325562234736633,0.1309738177042616,1.0167745466382323
sreality,5490000,68,3,0,1,1,0,8,velmi dobre,vybavene,osobni,Olomouc,49.572887,17.253019,0.24878326381477797,1.6834679851214671,0.21411224400662376,0.28290733114398964,0.3017766931691194,0.9481437755286116
sreality,5990000,79,3,0,0,0,0,3,velmi dobre,vybavene,osobni,Karlovy Vary,50.234089,12.871804,0.10612061236157556,0.39224113265804433,0.5942804375269646,0.5643576797187011,0.11208465652430573,7.627533646048084
sreality,5400000,22,1,1,0,0,0,1,novostavba,vybavene,osobni,Praha 5,50.054661,14.285619,0.20617916724029953,0.42622517884357575,0.4390760198719913,1.1496962952963592,0.20443937712295454,2.8143569724031403
sreality,18504943,119,5,1,1,1,0,9,novostavba,vybavene,osobni,Praha 5,49.983574,14.359508,0.18797413044994685,0.3837057007658391,0.2734214828574555,0.5270007683877861,0.15812218870942288,2.303950469013485
sreality,8870000,86,3,1,1,1,0,2,velmi dobre,vybavene,osobni,Pardubice,50.040943,15.752355,0.12756930092522797,0.8521930521079665,0.3545639871057218,0.38213760467882585,0.36888316017889394,0.6730199261048018
sreality,16940000,83,3,1,1,1,1,1,velmi dobre,vybavene,osobni,Praha 5,50.039146,14.321255,0.19201412483456975,0.726033950678257,0.43274661626231664,0.4342820355555785,0.5794693253367306,0.5905992942151631
sreality,13250000,80,3,1,1,1,1,2,velmi dobre,vybavene,osobni,Praha 9,50.103271,14.50922,0.11301045486345329,0.5707172038927381,0.360834867990758,0.3188249515675501,0.10738927786921712,1.11785356452742
sreality,9785000,63,3,1,1,1,0,1,dobre,vybavene,osobni,Praha 10,50.047131,14.521245,0.13569295883370788,1.5035771190670035,0.2255000893051433,0.24241948018538895,0.19678608088277647,0.534658094382896
sreality,6999000,47,1,1,1,0,1,1,novostavba,vybavene,osobni,Zlín,49.227962,17.673176,0.07923282963977865,1.0854370107132776,0.14737884771199194,0.09645895478705849,0.2538239064642316,0.2910556988589163
sreality,18490000,112,3,1,1,1,1,6,novostavba,vybavene,osobni,Praha 9,50.104847,14.488154,0.14148354394160273,0.28307016766465065,0.2520867982715823,0.36263494811138586,0.11221769284014425,0.618957553340488
sreality,11490000,114,2,1,0,0,0,2,velmi dobre,vybavene,osobni,Praha 2,50.063938,14.424883,0.12245932943455151,0.4112912295141835,0.24524568715228268,0.17431038340727717,0.10529048184990654,0.817643930412148
sreality,7190000,47,1,1,1,0,1,2,novostavba,vybavene,osobni,Zlín,49.227962,17.673176,0.07923282963977865,1.0854370107132776,0.14737884771199194,0.09645895478705849,0.2538239064642316,0.2910556988589163
sreality,7338800,59,2,1,0,0,1,5,novostavba,vybavene,osobni,Praha 10,50.016541,14.583332,0.11844712467193269,1.9955636935656822,2.09327533455887,0.1563433679112393,1.5200602415021724,1.7620648480341636
sreality,6580637,61,2,1,1,0,0,1,novostavba,vybavene,osobni,Kladno,50.151047,14.115027,0.17015551768052864,1.738290664504048,0.9141840507956677,0.7200899681461825,0.8210352636311019,1.0962697689765415
sreality,13499000,95,3,1,1,1,1,3,novostavba,vybavene,osobni,Zlín,49.227962,17.673176,0.07923282963977865,1.0854370107132776,0.14737884771199194,0.09645895478705849,0.2538239064642316,0.2910556988589163
sreality,6795000,46,2,1,0,0,0,3,dobre,vybavene,osobni,Brno,49.214146,16.684788,0.20335206490071014,3.66751137664631,0.42823788076695424,0.43713380189253176,0.5013265344961602,1.0315916519935582
sreality,9997000,90,3,1,0,1,0,1,velmi dobre,vybavene,osobni,Plzeň,49.698395,13.41728,0.05141987730013686,3.5330327570263322,2.9100681782593276,1.0227822314584993,0.5824064958531683,4.762725768783541
sreality,13000000,83,3,1,1,1,0,8,novostavba,vybavene,osobni,Brno,49.200504,16.624559,0.11629038247368863,0.9684532368941717,0.2668711433919828,0.31905509958258077,0.0966971230753447,0.49506457437403384
sreality,4790000,56,2,1,0,1,0,4,velmi dobre,vybavene,osobni,Plzeň,49.727249,13.370159,0.17537871257857598,2.2109616496265128,0.18810352628588115,0.5041890774532279,0.22478235075509026,1.8960297568861924
sreality,7471961,75,3,1,1,1,0,4,novostavba,vybavene,osobni,Kladno,50.151047,14.115027,0.17015551768052864,1.738290664504048,0.9141840507956677,0.7200899681461825,0.8210352636311019,1.0962697689765415
sreality,17700000,112,3,1,1,1,0,5,velmi dobre,vybavene,osobni,Praha 6,50.088036,14.36387,0.1417895787615852,1.15220990349644,0.22661687895135463,0.6287041614664066,0.418696281509502,0.639846435275348
sreality,12982235,89,2,1,1,1,1,10,novostavba,vybavene,osobni,Praha,50.094227,14.499879,0.23869422685701472,0.7366273829573667,0.2893098006362579,0.4507222122638035,0.14799076694204005,0.37683689189152186
sreality,15800000,89,3,1,1,1,1,10,novostavba,vybavene,osobni,Praha,50.094227,14.499879,0.23869422685701472,0.7366273829573667,0.2893098006362579,0.4507222122638035,0.14799076694204005,0.37683689189152186
sreality,10695000,93,2,1,1,1,1,2,dobre,vybavene,osobni,Praha 5,50.036854,14.34589,0.5529785451818048,1.3909183758388197,0.2666953543042833,0.10843103571876753,0.2721191942439032,0.24519941400981465
sreality,7750000,53,2,0,1,0,0,5,velmi dobre,vybavene,osobni,Praha 9,50.105202,14.482629,0.05330369765903617,0.6080811956852242,0.16228204207003194,0.432875813081543,0.035439958663834224,0.6718379523941519
sreality,4200000,73,3,0,1,0,0,1,velmi dobre,vybavene,osobni,Ostrava,49.783527,18.259054,0.13131138018576352,2.017812164117621,0.3918603564677672,0.23011181335486963,0.050368968346843804,0.26303001961264627
sreality,5860000,36,2,1,1,0,0,5,velmi dobre,vybavene,osobni,Praha 6,50.068863,14.312572,0.11005658409732626,1.1762241217785296,0.25338859358993343,0.16834618758084927,0.37027500735949065,2.4352579554830567
sreality,12200000,71,3,1,1,1,1,3,novostavba,vybavene,osobni,Brno,49.180222,16.619232,0.1380291938778885,0.3632815948059344,0.9806028644712665,0.9824008614042985,0.10554055798147013,1.1653563504691833
sreality,9990000,104,4,1,0,1,0,1,velmi dobre,vybavene,osobni,Olomouc,49.572174,17.296093,0.06471860037432488,2.630520918741802,0.021048182339858508,1.6892933711932023,0.3832055111326856,2.8795214030462932
sreality,6900000,37,1,1,1,1,1,2,novostavba,vybavene,osobni,Praha 10,50.019268,14.58224,0.18115950815037044,1.7368501883315162,1.9438285037296028,0.2734058650492774,1.4160149475178605,1.559186700617175
sreality,13900000,93,3,1,1,1,1,3,novostavba,vybavene,osobni,Praha 10,50.019268,14.58224,0.18115950815037044,1.7368501883315162,1.9438285037296028,0.2734058650492774,1.4160149475178605,1.559186700617175
sreality,15900000,108,4,1,1,1,1,2,novostavba,vybavene,osobni,Praha 10,50.019268,14.58224,0.18115950815037044,1.7368501883315162,1.9438285037296028,0.2734058650492774,1.4160149475178605,1.559186700617175
sreality,8490000,52,2,1,0,1,1,2,velmi dobre,vybavene,osobni,Praha 10,50.021111,14.584672,0.31551134834339195,1.4830292113085624,1.6802566578921485,0.40071603163458197,1.1480200865318448,1.2905457637300592
