source,name,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished
idnes,Prodej bytu 4+kk 138 m²,15120000,138,4+kk,"Jerlínová, Brno - Žebětín",49.2105834577,16.4964281953,1,1,0,3,novostavba,nevybaveny
idnes,Prodej bytu 2+1 49 m²,3290000,49,2+1,"Kubelíkova, Mariánské Lázně - Úšovice, okres Cheb",49.9477494,12.7075802,0,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 1+kk 32 m²,5512000,32,1+kk,"Novodvorská, Praha 4 - Kamýk",50.022512,14.44042,1,1,0,2,novostavba,castecne vybaveny
idnes,Prodej bytu 3+1 74 m²,5300000,74,3+1,"Máchova, Bělá pod Bezdězem, okres Mladá Boleslav",50.50559,14.795872,1,1,0,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 139 m²,29480000,139,4+kk,"Korunní, Praha 10 - Vinohrady",50.074928,14.456047,1,1,1,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 92 m²,,92,3+1,"Olivova, Říčany, okres Praha-východ",49.992204,14.6578094,0,1,0,1,před rekonstrukcí,
idnes,Prodej bytu 2+kk 48 m²,5900000,48,2+kk,"Za sídlištěm, Praha 4 - Komořany",49.988608,14.411356,1,0,0,10,po rekonstrukci,vybaveny
idnes,Prodej bytu 3+kk 92 m²,4900000,92,3+kk,"Moskevská, Karlovy Vary",50.2277882,12.8610078,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 140 m²,6800000,140,4+kk,"Na Valtické, Břeclav - Poštorná",48.7568361,16.8595442,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu atypického 164 m²,11500000,164,,"Komenského, Mikulov, okres Břeclav",48.8037155549,16.6372955215,1,1,0,3,novostavba,vybaveny
idnes,Prodej bytu 4+kk 105 m²,12200000,105,4+kk,"Šlapanice, okres Brno-venkov",49.1686293192,16.7273142556,0,1,1,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 1+kk 35 m²,1854720,35,1+kk,"El valle, Dominikánská republika",,,0,1,0,1,novostavba,vybaveny
idnes,Prodej bytu 3+kk 96 m²,11296272,96,3+kk,"Šlapanice, okres Brno-venkov",49.1686238726,16.7273189889,0,1,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 88 m²,10346668,88,3+kk,"Šlapanice, okres Brno-venkov",49.1686238726,16.7273189889,0,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 3+kk 88 m²,10346668,88,3+kk,"Šlapanice, okres Brno-venkov",49.1686238726,16.7273189889,0,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 2+kk 72 m²,9220956,72,2+kk,"Šlapanice, okres Brno-venkov",49.1686238726,16.7273189889,0,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 3+kk 96 m²,11296272,96,3+kk,"Šlapanice, okres Brno-venkov",49.1686238726,16.7273189889,0,1,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 3+kk 71 m²,14890000,71,3+kk,"Vlnitá, Praha 4 - Braník",50.0388316,14.423045,0,1,0,1,po rekonstrukci,vybaveny
idnes,Prodej bytu 4+kk 151 m²,16685794,151,4+kk,"Šlapanice, okres Brno-venkov",49.1686238726,16.7273189889,0,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 3+1 67 m²,4790000,67,3+1,"Zábělská, Plzeň - Doubravka",49.7587623798,13.4188949028,1,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 57 m²,8749214,57,2+kk,"Žilinská, Praha 4 - Záběhlice",,,1,1,0,1,novostavba,
idnes,Prodej bytu 2+1 62 m²,3290000,62,2+1,"Fučíkova, Příbor, okres Nový Jičín",49.6367033722,18.1356078807,0,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+kk 76 m²,5949000,76,3+kk,"Pražská, Benátky nad Jizerou - Benátky nad Jizerou II, okres Mladá Boleslav",50.28689353418323,14.831700299558474,0,1,1,,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 116 m²,8883600,116,3+kk,"Ke stadionu, Kladno",,,1,1,1,1,novostavba,
idnes,Prodej bytu 3+1 92 m²,,92,3+1,"Olivova, Říčany, okres Praha-východ",49.992204,14.6578094,0,1,0,1,před rekonstrukcí,
idnes,Prodej bytu 4+kk 110 m²,14860000,110,4+kk,"Symfonická, Praha 5 - Stodůlky",,,1,1,1,2,novostavba,
idnes,Prodej bytu 4+kk 134 m²,12980000,134,4+kk,"Fráni Šrámka, České Budějovice - České Budějovice 3",48.981347,14.482347,1,1,0,4,novostavba,castecne vybaveny
idnes,Prodej bytu 4+kk 125 m²,,125,4+kk,"Podzámecká, Praha 9 - Koloděje",50.0603529,14.6421204,0,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 2+kk 53 m²,6990000,53,2+kk,"Pod Jarovem, Praha 3 - Žižkov",50.08918078351239,14.487656896217034,1,1,0,,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+1 93 m²,15990000,93,3+1,"Na Hanspaulce, Praha 6 - Dejvice",50.10455642,14.37936445,1,1,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 65 m²,8700000,65,3+1,"Vítkovická, Praha 9 - Letňany",50.13692839488555,14.508232314292751,0,1,0,,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 81 m²,14000000,81,3+kk,"Na dolinách, Praha 4 - Podolí",50.058109,14.422111,1,0,0,6,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 2+1 52 m²,3850000,52,2+1,"Zeyerova, Karlovy Vary",50.2294568,12.8693068,0,0,0,3,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 70 m²,7360000,70,2+1,"Olivova, Říčany, okres Praha-východ",49.992204,14.6578094,0,1,0,1,před rekonstrukcí,
idnes,Prodej bytu 2+1 53 m²,6690000,53,2+1,"Podlesí, Brno - Komín",49.2195409284,16.541958656,0,1,0,2,dobrý stav,
idnes,Prodej bytu 3+kk 79 m²,9140096,79,3+kk,Brno - Starý Lískovec,49.1733055,16.5678101,1,1,0,9,,nevybaveny
idnes,Prodej bytu 2+kk 45 m²,6500000,45,2+kk,"Moldavská, Brno - Bohunice",49.1693631404,16.5841582797,1,1,0,4,dobrý stav,castecne vybaveny
idnes,Prodej bytu 1+kk 26 m²,4990000,26,1+kk,"Gallašova, Brno - Štýřice",49.1812044543,16.597662626,0,0,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+1 55 m²,4666000,55,2+1,"Bayerisch Eisenstein, Německo",49.1141495,13.1563904,0,1,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 59 m²,8390000,59,2+kk,"Na Václavce, Praha 5 - Smíchov",50.0652882346,14.3931192571,1,0,0,2,před rekonstrukcí,castecne vybaveny
idnes,Prodej bytu 2+kk 51 m²,3980000,51,2+kk,"Bayerisch Eisenstein, Německo",49.1141495,13.1563904,0,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 85 m²,7709968,85,3+kk,Plzeň - Valcha,49.7461436,13.3731194,1,1,0,,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 70 m²,6500000,70,2+kk,"Chopinova, Mariánské Lázně, okres Cheb",49.9900547,12.6995046,1,0,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 58 m²,5518000,58,2+kk,"Bayerisch Eisenstein, Německo",49.1141495,13.1563904,0,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 52 m²,8186724,52,2+kk,Brno - Starý Lískovec,49.1733055,16.5678101,1,1,0,,,nevybaveny
idnes,Prodej bytu 2+kk 51 m²,3980000,51,2+kk,"Bayerisch Eisenstein, Německo",49.1141495,13.1563904,0,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 48 m²,8783866,48,2+kk,"náměstí Osvoboditelů, Praha 5 - Radotín",49.9835744,14.3595828,1,1,0,4,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 58 m²,5518000,58,2+kk,"Bayerisch Eisenstein, Německo",49.1141495,13.1563904,0,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 53 m²,1890000,53,2+1,"Americká, Teplice",50.634192,13.816159,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 74 m²,2780000,74,3+1,"Hvozd, okres Plzeň-sever",49.9397334848,13.2631185402,0,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 1+kk 63 m²,14100000,63,1+kk,"U papírny, Praha 7 - Holešovice",50.1067492,14.4378161,1,0,0,1,ve výstavbě,
idnes,Prodej bytu 2+1 55 m²,4666000,55,2+1,"Bayerisch Eisenstein, Německo",49.1141495,13.1563904,0,1,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 45 m²,6090000,45,2+kk,"Labská, Brno - Starý Lískovec",49.1716738128,16.5622766927,1,1,0,4,velmi dobrý stav,
idnes,Prodej bytu 1+kk 22 m²,2700000,22,1+kk,"Hlavní třída, Mariánské Lázně, okres Cheb",49.9739674,12.7029281,1,0,0,3,po rekonstrukci,vybaveny
idnes,Prodej bytu 1+1 41 m²,6750000,41,1+1,"Ruská, Praha 10 - Vršovice",50.0734162,14.47884315,0,0,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 90 m²,5990000,90,3+1,"Lidická, Mariánské Lázně, okres Cheb",49.9706477,12.7022246,0,0,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+1 65 m²,2400000,65,2+1,"Cihelní, Karviná - Nové Město",49.85999218139428,18.53575037451457,0,1,0,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 69 m²,7750000,69,3+kk,"Merklín - Pstruží, okres Karlovy Vary",50.3460904,12.8249488,0,1,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+1 81 m²,5390000,81,2+1,"Marie Pomocné, Litoměřice - Předměstí",50.533691,14.144202,0,0,1,,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 1+kk 24 m²,4690000,24,1+kk,Praha 4 - Braník,50.0359947862876,14.412658705213877,1,0,0,1,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 2+1 52 m²,4790000,52,2+1,"Plzeňská, České Budějovice - České Budějovice 3",48.9898494,14.4699097,1,0,0,4,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 59 m²,5600000,59,3+1,"Brožíkova, Pardubice - Polabiny",50.0429891,15.7520705,1,1,0,4,velmi dobrý stav,
idnes,Prodej bytu 2+kk 71 m²,6990000,71,2+kk,"Na Štěpnici, Rosice, okres Brno-venkov",49.175249609867436,16.392665461435023,0,0,1,,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+kk 51 m²,7990000,51,2+kk,"Nad Kajetánkou, Praha 6 - Břevnov",50.0864120429,14.3752997939,1,0,0,4,dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 88 m²,7450000,88,3+kk,"Tyršova, Ostrava - Moravská Ostrava",49.83535994200683,18.28807274488729,1,0,0,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 103 m²,14990000,103,2+kk,"U Náměstí, Dolní Břežany, okres Praha-západ",49.9651230604209,14.458787819423597,0,0,1,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 80 m²,5700000,80,3+1,"Anenská, Frýdek-Místek - Místek",49.678434525938776,18.33886762264949,1,0,0,2,po rekonstrukci,vybaveny
idnes,Prodej bytu 4+1 117 m²,9299000,117,4+1,"Poštovní, Ostrava - Moravská Ostrava",49.83672076441511,18.290265666844462,1,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 57 m²,1690000,57,3+1,"Kpt. Jaroše, Orlová - Lutyně, okres Karviná",49.86984653047816,18.428090368188595,1,0,0,3,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 2+1 62 m²,,62,2+1,"Fügnerova, Opava - Kateřinky",49.9396418,17.9168973,0,0,0,1,před rekonstrukcí,
idnes,Prodej bytu 2+1 50 m²,6250000,50,2+1,"Wolkerova, Pardubice - Zelené Předměstí",50.0267231,15.7582327,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 89 m²,4220000,89,3+kk,"Dražice, okres Tábor",49.42861444,14.58652596,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 39 m²,6400000,39,1+kk,"Jana Želivského, Praha 3 - Žižkov",50.0860297936,14.4698368562,1,0,0,5,dobrý stav,
idnes,Prodej bytu 2+1 62 m²,,62,2+1,"Fügnerova, Opava - Kateřinky",49.9396418,17.9168973,0,0,0,1,před rekonstrukcí,
idnes,Prodej bytu 2+1 52 m²,7999000,52,2+1,"Sečská, Praha 10 - Strašnice",50.071188,14.500809,1,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 69 m²,5780000,69,2+1,"Foersterova, Karlovy Vary",,,0,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+1 66 m²,3500000,66,3+1,"Palackého, Nový Bor, okres Česká Lípa",50.7533158,14.5543153,1,0,0,5,po rekonstrukci,
idnes,Prodej bytu 3+kk 73 m²,15925850,73,3+kk,"Staropramenná, Praha 5 - Smíchov",50.071194316,14.4065090383,1,1,1,3,novostavba,vybaveny
idnes,Prodej bytu 4+kk 135 m²,8990000,135,4+kk,"Velké Karlovice, okres Vsetín",49.368792,18.352338,0,1,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+1 50 m²,3700000,50,2+1,"Hlavní třída, Havířov - Město, okres Karviná",49.78652966,18.41762523,1,1,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 88 m²,20346500,88,3+kk,"Staropramenná, Praha 5 - Smíchov",50.071194316,14.4065090383,1,1,1,6,novostavba,vybaveny
idnes,Prodej bytu 3+kk 90 m²,14645000,90,3+kk,"Radlická, Praha 5 - Radlice",50.055183,14.381625,1,1,0,2,novostavba,nevybaveny
idnes,Prodej bytu 3+1 79 m²,4590000,79,3+1,"Družstevní, Písek - Hradiště",49.29694347635242,14.124285320538414,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 64 m²,4250000,64,3+1,"Dr. Martínka, Ostrava - Hrabůvka",49.78595164,18.25732636,1,1,0,15,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 70 m²,9690000,70,2+1,"Grafická, Praha 5 - Smíchov, okres Praha",50.0730057,14.3935118,1,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 60 m²,3390000,60,3+1,"Točitá, Havířov - Podlesí, okres Karviná",49.77612317246014,18.458087205546555,0,1,0,3,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+1 74 m²,6990000,74,3+1,"V jezírkách, Praha 4 - Chodov",50.0264419444,14.5177869444,1,0,0,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 103 m²,8790000,103,4+kk,"Dvorská, Řitka, okres Praha-západ",49.8887088889,14.2838880556,0,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 91 m²,5930000,91,3+1,"Kopečky, Vranovice, okres Brno-venkov",48.9722936111,16.6072386111,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 4+1 105 m²,5790000,105,4+1,"Aleje, Ostrava - Hošťálkovice",49.8518438889,18.2145191667,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 65 m²,,65,3+1,"Suchovrbenské nám., České Budějovice - České Budějovice 5",48.9706847222,14.5047911111,0,0,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 112 m²,9750000,112,3+kk,"Irkutská, Liberec - Liberec XIX-Horní Hanychov",50.7457969444,15.0191525,0,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 43 m²,8148500,43,2+kk,"Musílkova, Praha 5 - Košíře",50.0672575,14.3673241667,0,0,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+1 73 m²,3790000,73,2+1,"Tovární, Jindřichův Hradec - Jindřichův Hradec II",49.1526316667,15.0036994444,0,0,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+1 177 m²,16900000,177,4+1,"Gočárova třída, Hradec Králové",50.2103344444,15.8264697222,0,0,0,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+kk 50 m²,7991000,50,2+kk,"K Vinoři, Praha 9 - Kbely",50.1330811965,14.5621527156,1,1,0,1,novostavba,
idnes,Prodej bytu 3+kk 65 m²,4990000,65,3+kk,"Dolní, Ostrava - Zábřeh",49.80849408749441,18.23924882234148,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 1+kk 49 m²,5690000,49,1+kk,"Železná Ruda - Špičák, okres Klatovy",49.156328,13.226356,0,0,1,1,novostavba,nevybaveny
idnes,Prodej bytu 3+1 100 m²,10500000,100,3+1,"Moskevská, Karlovy Vary",50.2285959213,12.8681618264,0,0,0,1,po rekonstrukci,
idnes,Prodej bytu 3+1 82 m²,3500000,82,3+1,"Tvarožná Lhota, okres Hodonín",48.8772463216,17.3594004818,0,0,0,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 68 m²,9149000,68,3+kk,"Nehvizdy, okres Praha-východ",50.1305605856,14.7299336081,0,1,0,1,novostavba,
idnes,Prodej bytu 2+kk 77 m²,7500000,77,2+kk,"Zemědělská, Brno - Černá Pole",49.2104787,16.618333546,0,0,0,5,velmi dobrý stav,
idnes,Prodej bytu 1+kk 43 m²,5238090,43,1+kk,"Floriánské náměstí, Kladno",50.14647941,14.10012458,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 1+1 39 m²,6099000,39,1+1,Praha 10 - Dubeč,50.0616046441,14.5904353408,0,1,0,1,ve výstavbě,
idnes,Prodej bytu 2+kk 56 m²,8990000,56,2+kk,Praha 10 - Uhříněves,50.026899,14.613713,1,1,0,4,ve výstavbě,nevybaveny
idnes,Prodej bytu 2+kk 55 m²,7949000,55,2+kk,"Nehvizdy, okres Praha-východ",50.1305605856,14.7299336081,0,0,0,1,ve výstavbě,
idnes,Prodej bytu 1+kk 41 m²,2960840,41,1+kk,"Sjednocení, Studénka - Butovice, okres Nový Jičín",49.71264045,18.05130482,0,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 133 m²,7950000,133,2+kk,"Jerlínová, Brno - Žebětín",49.2107428,16.5001773,1,1,0,1,novostavba,
idnes,Prodej bytu 2+1 53 m²,9061571,53,2+1,"Voskovcova, Praha 5 - Hlubočepy",50.0290438889,14.3641566667,1,0,1,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 67 m²,7490000,67,2+kk,"Zborovská, Český Brod, okres Kolín",50.0772239731,14.8635885386,0,0,1,3,novostavba,
idnes,Prodej bytu 3+kk 91 m²,21154050,91,3+kk,"Estepona, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+1 63 m²,4400000,63,2+1,"Blahoslavova, Karlovy Vary - Drahovice",50.236313,12.88948,1,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 4+kk 85 m²,3160950,85,4+kk,"Alicante, Španělsko",,,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 100 m²,10990000,100,3+kk,"Jateční, Karlovy Vary",50.234823,12.873309,1,1,0,5,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 86 m²,10698600,86,3+kk,"La Cala de Mijas, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 2+1 54 m²,8785963,54,2+1,"Voskovcova, Praha 5 - Hlubočepy",50.0290438889,14.3641566667,1,0,1,4,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 50 m²,7690000,50,2+kk,"Chotěšovská, Praha 9 - Letňany",50.12799194229511,14.502409125712376,1,0,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+kk 85 m²,7460000,85,3+kk,"Soudní, Brno - Zábrdovice",49.199481,16.621771,0,1,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+1 34 m²,4390000,34,1+1,"Těsná, Brno - Maloměřice",49.210838,16.641479,0,0,0,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 45 m²,9689873,45,1+kk,"Jateční, Praha 7 - Holešovice, okres Praha",50.1005783,14.4515038,1,1,0,1,projekt,nevybaveny
idnes,Prodej bytu 2+kk 60 m²,8312879,60,2+kk,Brno - Starý Lískovec,49.1733055,16.5678101,1,1,0,6,,nevybaveny
idnes,Prodej bytu 3+kk 80 m²,19391872,80,3+kk,"Jateční, Praha 7 - Holešovice, okres Praha",50.1005783,14.4515038,1,1,0,6,,nevybaveny
idnes,Prodej bytu 1+kk 47 m²,9932423,47,1+kk,"Jateční, Praha 7 - Holešovice, okres Praha",50.1005783,14.4515038,1,1,0,1,projekt,nevybaveny
idnes,Prodej bytu 2+kk 64 m²,6190307,64,2+kk,Plzeň - Valcha,49.709465,13.3195028,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 55 m²,11000000,55,2+kk,"U papírny, Praha 7 - Holešovice",50.106818,14.4379448,1,1,0,3,ve výstavbě,
idnes,Prodej bytu 2+kk 50 m²,8029887,50,2+kk,"Komárovská, Brno - Komárov",49.1800779,16.6194945,1,1,0,1,ve výstavbě,
idnes,Prodej bytu 3+kk 88 m²,14919959,88,3+kk,"náměstí Osvoboditelů, Praha 5 - Radotín",49.9839746,14.3597653,1,1,0,5,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 60 m²,7290000,60,2+kk,"Škvorecká, Úvaly, okres Praha-východ",50.0646296,14.7355538,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 81 m²,11274054,81,3+kk,"Topolová, Klecany, okres Praha-východ",50.1779671,14.4200087,0,1,0,2,projekt,
idnes,Prodej bytu 2+1 92 m²,14790000,92,2+1,"Karlínské náměstí, Praha 8 - Karlín",50.0919725522,14.4482703667,0,0,0,3,před rekonstrukcí,
idnes,Prodej bytu 1+kk 32 m²,4454100,32,1+kk,"Na pláni, Praha 5 - Smíchov",50.06311,14.397791,1,0,0,1,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 2+1 85 m²,13290000,85,2+1,"Karlínské náměstí, Praha 8 - Karlín",50.0919725522,14.4482703667,0,0,0,2,před rekonstrukcí,
idnes,Prodej bytu 3+kk 64 m²,5880800,64,3+kk,"Lošany, okres Kolín",49.9970379,15.1272432,0,0,0,2,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 88 m²,6399000,88,3+kk,"Pravlov, okres Brno-venkov",49.05293439,16.47892334,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 4+1 83 m²,10499000,83,4+1,"Hnězdenská, Praha 8 - Troja",,,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 4+kk 100 m²,7750000,100,4+kk,"Zakřany, okres Brno-venkov",49.169601,16.327077,0,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 60 m²,6198800,60,2+kk,"Švermova, Liberec - Liberec X-Františkov",50.7632741,15.0381984,0,1,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 81 m²,7220000,81,3+kk,"Holubice, okres Vyškov",49.178895,16.813526,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 81 m²,6290000,81,3+kk,"Holubice, okres Vyškov",49.178895,16.813526,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 45 m²,6450000,45,2+kk,"Neužilova, Brno - Bohunice",49.16898562,16.57764746,1,0,0,6,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+kk 51 m²,4190000,51,2+kk,"Pravlov, okres Brno-venkov",49.052935,16.478924,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 4+kk 100 m²,6292000,100,4+kk,"Zakřany, okres Brno-venkov",49.169601,16.327077,0,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+1 63 m²,7190000,63,3+1,"Josefy Faimonové, Brno - Líšeň",49.20329573,16.6805253,0,1,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 41 m²,8190000,41,2+kk,"Lidická, Praha 5 - Smíchov",,,1,0,0,4,velmi dobrý stav,
idnes,Prodej bytu 3+kk 76 m²,6750000,76,3+kk,"Na Pískách, Blansko",49.3526479822,16.6551860915,1,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 75 m²,13990000,75,3+1,"Ve Smečkách, Praha 1 - Nové Město",50.07744864,14.42659042,1,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 67 m²,2900000,67,3+1,"Rožmitálská, Březnice, okres Příbram",49.56004049054466,13.947826984942285,1,1,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 29 m²,6499000,29,1+kk,"Za černým mostem, Praha 9 - Hloubětín",50.11162001553242,14.554611482140423,1,1,0,4,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 69 m²,1885000,69,2+kk,"Tovární, Liberec - Liberec X-Františkov",50.7630949,15.0394889,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 65 m²,,65,3+1,"Na Robinsonce, Ostrava - Poruba",49.84609993239939,18.176388990851724,1,0,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 65 m²,7277688,65,3+kk,"Horní Bečva, okres Vsetín",49.4316101,18.2886162,1,1,0,2,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 4+kk 85 m²,12490000,85,4+kk,"Stavbařů, Praha 4 - Hodkovičky",50.02503388,14.41229631,0,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+1 61 m²,7375000,61,2+1,"Zenklova, Praha 8 - Libeň",50.106301,14.472882,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 4+kk 118 m²,19205000,118,4+kk,"Radlická, Praha 5 - Radlice",50.055183,14.381625,1,1,0,5,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 62 m²,8590000,62,2+kk,"Na Václavce, Praha 5 - Smíchov",50.0652882346,14.3931192571,1,0,0,2,před rekonstrukcí,castecne vybaveny
idnes,Prodej bytu 3+kk 70 m²,3200000,70,3+kk,"Česká, Skalná, okres Cheb",50.1706980556,12.3612930556,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+1 80 m²,8990000,80,4+1,"Radimovická, Praha 4 - Chodov, okres Praha",50.0216446,14.5165434,0,1,0,1,před rekonstrukcí,castecne vybaveny
idnes,Prodej bytu 3+1 110 m²,12000000,110,3+1,"Svárovská, Praha 9 - Kyje",50.1126969444,14.5636469444,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 2+kk 52 m²,8490000,52,2+kk,"Křemenáčová, Praha 10 - Pitkovice",50.02044327986578,14.58528301497558,0,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 42 m²,7834000,42,2+kk,"Musílkova, Praha 5 - Košíře",50.0672575,14.3673241667,0,0,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 6+kk 185 m²,20400000,185,6+kk,"Divadelní náměstí, Karlovy Vary",50.2208491571,12.8822582002,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 1+kk 36 m²,2940000,36,1+kk,"Říční, Svitavy - Předměstí",49.7603313889,16.4717797222,0,0,0,1,novostavba,nevybaveny
