source,name,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished
idnes,Prodej bytu 1+1 46 m²,4690000,46,1+1,"Opavská, Ostrava - Poruba",49.83889,18.157963,1,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 1+kk 22 m²,5850000,22,1+kk,"Ondříčkova, Praha 3 - Žižkov",50.080757,14.452645,1,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+kk 120 m²,18900000,120,3+kk,"Drtinova, Praha 5 - Smíchov",50.07764999,14.40237531,1,1,0,5,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+kk 44 m²,5772000,44,2+kk,"Váňova, Kladno",50.1441188889,14.0997761111,1,1,0,1,novostavba,
idnes,Prodej bytu 4+kk 92 m²,13970000,92,4+kk,"Sokolovská, Praha 8 - Karlín",50.092197,14.443653,0,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 24 m²,2190000,24,1+kk,"Rýchorské náměstí, Žacléř, okres Trutnov",50.6526705556,15.9064438889,0,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 1+kk 36 m²,6142000,36,1+kk,"Pod Nouzovem, Praha 9 - Kbely",50.1389269444,14.5484858333,1,1,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 77 m²,4190000,77,3+1,"Alexandrovská, Česká Lípa",50.690456,14.550269,1,1,0,7,velmi dobrý stav,vybaveny
idnes,Prodej bytu 2+kk 44 m²,3190000,44,2+kk,"Mladoboleslavská, Praha 9 - Kbely",,,1,1,1,4,novostavba,
idnes,Prodej bytu 2+kk 44 m²,5699000,44,2+kk,"Slapy, okres Praha-západ",49.8153083927,14.3961177334,0,1,1,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 2+1 45 m²,3690000,45,2+1,"Herálec, okres Žďár nad Sázavou",49.690486,15.994735,1,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 75 m²,8299000,75,2+kk,"Slapy, okres Praha-západ",49.8153083927,14.3961177334,0,0,1,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 47 m²,,47,2+kk,"Radlická, Praha 5 - Radlice",50.055183,14.381625,1,0,0,3,novostavba,nevybaveny
idnes,Prodej bytu 1+kk 25 m²,3990000,25,1+kk,"Hartigova, Praha 3 - Žižkov",50.091708504609926,14.476506248396099,0,0,0,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 90 m²,9835000,90,3+kk,"Horní Bečva, okres Vsetín",49.4316101,18.2886162,0,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 2+kk 61 m²,3290000,61,2+kk,"Banskobystrická, Šumperk",49.9639127778,16.9882925,0,0,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+kk 74 m²,6790000,74,3+kk,"Charkovská, Olomouc",49.597219326,17.270825526,0,1,0,3,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 4+kk 80 m²,5340000,80,4+kk,"Jiráskova, Mnichovo Hradiště, okres Mladá Boleslav",50.521880455,14.976720464,0,1,0,4,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 3+1 73 m²,3340000,73,3+1,"Litovelská, Uničov, okres Olomouc",49.768355323,17.11841888,0,1,0,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 73 m²,3675000,73,3+1,"Závodu míru, Karlovy Vary - Stará Role",50.242850547,12.836553722,0,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 1+kk 16 m²,3975000,16,1+kk,"Kolmá, Praha 9 - Vysočany",50.1035427778,14.5158227778,0,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+kk 108 m²,810831124,108,3+kk,"Manilva, Málaga, Španělsko",,,0,1,0,1,ve výstavbě,nevybaveny
idnes,Prodej bytu 2+kk 49 m²,6280000,49,2+kk,"Záhumenice, Brno - Horní Heršpice",49.1644316488,16.6150942684,1,1,0,2,ve výstavbě,
idnes,Prodej bytu 2+1 61 m²,1499000,61,2+1,"Holešická, Chomutov",50.478154,13.416102,1,1,0,5,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 4+1 80 m²,2800000,80,4+1,"Pod školou, Teplice - Prosetice",50.63431577461848,13.84276355538943,1,0,0,6,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 67 m²,7550000,67,2+kk,"Jerlínová, Brno - Žebětín",49.2107428,16.5001773,1,1,0,3,novostavba,
idnes,Prodej bytu 2+kk 42 m²,5950000,42,2+kk,"Havlenova, Brno - Štýřice",49.1792880212,16.597182751,0,1,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 4+kk 126 m²,11400000,126,4+kk,"Elišky Krásnohorské, Brno - Černovice",49.1863861,16.6317444,0,1,0,4,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 80 m²,8935000,80,3+kk,"Loudova, Olomouc - Povel",49.56970615,17.25369914,0,0,0,1,novostavba,nevybaveny
idnes,Prodej bytu 4+kk 101 m²,7535219,101,4+kk,"Torrevieja, Španělsko",,,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+kk 68 m²,6990000,68,2+kk,"Zborovská, Český Brod, okres Kolín",50.0772239731,14.8635885386,0,1,1,2,novostavba,
idnes,Prodej bytu 2+kk 52 m²,8863156,52,2+kk,"Voskovcova, Praha 5 - Hlubočepy",50.0290438889,14.3641566667,1,0,1,5,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 82 m²,6700000,82,3+kk,"Na Hutích, Jablonec nad Nisou",50.7189874541,15.1868486635,0,1,1,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 47 m²,7878060,47,2+kk,"Fuengirola, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 74 m²,11634400,74,3+kk,"Jáchymovská, Praha 5 - Řeporyje",50.03524802,14.31407393,1,1,0,3,novostavba,nevybaveny
idnes,Prodej bytu 5+kk 203 m²,46563225,203,5+kk,"Santa Clara, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 2+kk 51 m²,8500000,51,2+kk,"Zenklova, Praha 8 - Libeň",50.11572428454786,14.468560582109703,1,0,0,,novostavba,nevybaveny
idnes,Prodej bytu 2+1 53 m²,8740271,53,2+1,"Voskovcova, Praha 5 - Hlubočepy",50.0290438889,14.3641566667,1,0,1,5,novostavba,nevybaveny
idnes,Prodej bytu 4+kk 131 m²,,131,4+kk,"U dejvického rybníčku, Praha 6 - Dejvice",50.096897565468886,14.371709420327726,1,1,1,,projekt,nevybaveny
idnes,Prodej bytu 2+1 61 m²,6390000,61,2+1,"Harrachov - Nový Svět, okres Jablonec nad Nisou",50.7802746611,15.4242568436,0,1,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+kk 90 m²,16294875,90,3+kk,"Wenzigova, Praha 2 - Nové Město",50.070723594479055,14.430777120019226,0,0,0,,projekt,nevybaveny
idnes,Prodej bytu 5+1 240 m²,32000000,240,5+1,"Buzulucká, Praha 6 - Dejvice",50.09921469263658,14.393583282127922,1,1,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+1 128 m²,,128,4+1,"U dejvického rybníčku, Praha 6 - Dejvice",50.096897565468886,14.371709420327726,1,1,1,,projekt,nevybaveny
idnes,Prodej bytu 3+1 74 m²,6290000,74,3+1,"Hodkovická, Liberec - Liberec XXIII-Doubí",50.74123,15.0560427,0,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 47 m²,10794900,47,2+kk,"Staropramenná, Praha 5 - Smíchov",50.0712471,14.4066381,1,1,1,3,novostavba,vybaveny
idnes,Prodej bytu 4+1 95 m²,2949000,95,4+1,"Dvořákova, Česká Kamenice, okres Děčín",50.799661077979,14.414804330588,0,0,0,3,velmi dobrý stav,
idnes,Prodej bytu 2+kk 68 m²,14310950,68,2+kk,"Staropramenná, Praha 5 - Smíchov",50.071194316,14.4065090383,1,1,1,2,novostavba,vybaveny
idnes,Prodej bytu 5+kk 135 m²,17500000,135,5+kk,"Erbenova, Brno - Černá Pole",49.2092205,16.6106628,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 3+kk 103 m²,,103,3+kk,"U dejvického rybníčku, Praha 6 - Dejvice",50.096897565468886,14.371709420327726,1,1,0,,projekt,nevybaveny
idnes,Prodej bytu 3+1 88 m²,4750000,88,3+1,"Přátelství, Valdice, okres Jičín",50.45234632012458,15.386258922869231,0,1,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+1 29 m²,5890000,29,1+1,"Hartigova, Praha 3 - Žižkov",50.0897637,14.46578499,1,0,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+kk 106 m²,,106,3+kk,"U dejvického rybníčku, Praha 6 - Dejvice",50.096897565468886,14.371709420327726,1,1,1,1,projekt,nevybaveny
idnes,Prodej bytu 2+kk 53 m²,7704130,53,2+kk,"Husova, Kralupy nad Vltavou, okres Mělník",50.23958067204659,14.311070704354943,1,1,1,2,projekt,nevybaveny
idnes,Prodej bytu 2+kk 51 m²,4490000,51,2+kk,"Nádražní, Mladá Boleslav - Čejetičky",50.4064636,14.8908901,0,1,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 5+kk 151 m²,22990000,151,5+kk,"Zahumení, Lelekovice, okres Brno-venkov",49.2937749,16.5791286,1,1,1,2,novostavba,nevybaveny
idnes,Prodej bytu 1+kk 26 m²,1330000,26,1+kk,"Mánesova, Cheb",50.073451424,12.371293704,0,0,0,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 6+kk 120 m²,17990000,120,6+kk,"Česká, Praha 5 - Košíře",50.063728,14.383343,0,1,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu atypického 95 m²,2949000,95,,"Dvořákova, Česká Kamenice, okres Děčín",50.799558558759294,14.415406615427576,0,1,0,2,dobrý stav,castecne vybaveny
idnes,Prodej bytu 1+1 55 m²,4990000,55,1+1,"Za vokovickou vozovnou, Praha 6 - Liboc",50.092499,14.32822,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 44 m²,4990000,44,2+kk,"Dubová, Pardubice - Svítkov",50.022055,15.7309897222,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 3+kk 96 m²,8550000,96,3+kk,"Českobratrská, Ostrava - Moravská Ostrava",49.8392154519,18.2883818795,0,1,0,2,před rekonstrukcí,
idnes,Prodej bytu 4+kk 124 m²,25167800,124,4+kk,"Mnatova, Praha 4 - Nusle",50.0655630879,14.4384406076,1,0,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 1+kk 42 m²,6342000,42,1+kk,"Černý Důl, okres Trutnov",50.63496023466158,15.710593692180037,0,1,0,2,novostavba,nevybaveny
idnes,Prodej bytu 4+1 100 m²,14290000,100,4+1,"Bubenská, Praha 7 - Holešovice",50.101215,14.43697,1,0,0,,velmi dobrý stav,vybaveny
idnes,Prodej bytu atypického 146 m²,8090000,146,,"Vrchlického, Jihlava",49.3965025,15.5807702778,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+kk 79 m²,6700000,79,3+kk,"K Lanovce, Jáchymov, okres Karlovy Vary",50.3680699,12.9356404,1,0,0,5,po rekonstrukci,
idnes,Prodej bytu 4+kk 107 m²,15900000,107,4+kk,"Evropská, Praha 6 - Dejvice",50.09561889808285,14.345438748833086,1,1,0,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 86 m²,6727500,86,3+kk,"Štětí, okres Litoměřice",50.4529840434,14.3742118255,0,0,1,2,novostavba,vybaveny
idnes,Prodej bytu 3+kk 83 m²,16300000,83,3+kk,"Mazurská, Praha 8 - Troja",50.127579723,14.4081226267,1,1,0,4,velmi dobrý stav,
idnes,Prodej bytu 3+1 102 m²,4950000,102,3+1,"Na Vějíři, Svitavy - Lány",49.748925862626955,16.471546592845918,0,1,0,1,novostavba,
idnes,Prodej bytu 2+kk 68 m²,6490000,68,2+kk,"Na Průhoně, Velvary, okres Kladno",50.28112493,14.23972218,1,1,0,4,novostavba,nevybaveny
idnes,Prodej bytu 3+1 67 m²,6490000,67,3+1,"Na Drážce, Pardubice - Bílé Předměstí",50.0403641667,15.7996455556,0,0,0,3,velmi dobrý stav,
idnes,Prodej bytu 3+kk 78 m²,8900000,78,3+kk,"Zelnice III, Slavkov u Brna, okres Vyškov",49.1506518831,16.8702950827,1,1,0,1,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 2+kk 47 m²,2400000,47,2+kk,"Přítkovská, Teplice - Trnovany",50.65420864,13.84529935,1,0,0,3,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+1 86 m²,14790000,86,2+1,"Karlínské náměstí, Praha 8 - Karlín",50.0919725522,14.4482703667,0,0,0,3,před rekonstrukcí,
idnes,Prodej bytu 3+kk 45 m²,2921000,45,3+kk,"Hluboká, Králíky, okres Ústí nad Orlicí",50.0845642,16.758852,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 68 m²,1800000,68,3+1,"Dukelských hrdinů, Krupka - Maršov, okres Teplice",50.687265,13.880452,1,0,0,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 52 m²,9190000,52,2+kk,"Rovnoběžná, Praha 4 - Nusle",50.0564165482,14.4441103864,0,1,0,4,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 68 m²,1150000,68,3+1,"Dukelských hrdinů, Krupka - Maršov, okres Teplice",50.68725072,13.88187806,1,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 2+kk 37 m²,3742000,37,2+kk,"Cottonové, Ostrava - Mariánské Hory",49.8246266667,18.2578211111,0,0,0,1,velmi dobrý stav,
idnes,Prodej bytu 2+kk 37 m²,3812000,37,2+kk,"Cottonové, Ostrava - Mariánské Hory",49.8246266667,18.2578211111,0,0,0,,velmi dobrý stav,
idnes,Prodej bytu 2+1 43 m²,3290000,43,2+1,"Václava Košaře, Ostrava - Dubina",49.775807724,18.2562160459,0,0,0,1,po rekonstrukci,
idnes,Prodej bytu 5+kk 174 m²,36163000,174,5+kk,"Počernická, Praha 10",50.080467,14.486848,1,1,0,7,novostavba,nevybaveny
idnes,Prodej bytu 1+kk 26 m²,3590000,26,1+kk,"Stočesova, Praha 6 - Ruzyně",,,1,1,1,1,novostavba,
idnes,Prodej bytu 1+kk 27 m²,2390000,27,1+kk,"Mladoboleslavská, Praha 9 - Kbely",,,1,1,1,4,novostavba,
idnes,Prodej bytu 1+1 52 m²,7290000,52,1+1,"Rovnoběžná, Praha 4 - Nusle",50.0564165482,14.4441103864,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 109 m²,4990000,109,4+kk,"Nechvalice, okres Příbram",49.5765441529,14.3965607632,0,0,0,1,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu 1+kk 33 m²,6790000,33,1+kk,"Kolbenova, Praha 9 - Vysočany, okres Praha",50.1113205,14.5106859,1,1,0,4,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 65 m²,7277688,65,3+kk,"Horní Bečva, okres Vsetín",49.4316101,18.2886162,1,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 2+kk 46 m²,2990000,46,2+kk,"Pod Harfou, Praha 9 - Vysočany",,,1,1,1,2,novostavba,
idnes,Prodej bytu 1+kk 27 m²,5490000,27,1+kk,"Pod pekárnami, Praha 9 - Vysočany",50.1120208333,14.5040502778,0,0,0,1,po rekonstrukci,nevybaveny
idnes,Prodej bytu 3+1 60 m²,3499000,60,3+1,"Na Vyhlídce, Vratimov, okres Ostrava-město",49.7674355556,18.3155186111,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+1 38 m²,2490000,38,1+1,"Banskobystrická, Šumperk",49.9639127778,16.9882925,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 31 m²,3290000,31,1+kk,"Tanvaldská, Liberec - Liberec XXX-Vratislavice nad Nisou",50.7452275,15.0858361111,0,0,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 69 m²,6100000,69,3+1,"Budivojova, České Budějovice - České Budějovice 3",48.9826325,14.4680369444,1,0,0,10,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 4+1 70 m²,6575000,70,4+1,"Dánská, Kladno - Kročehlavy",50.130786527,14.121768747,1,0,0,5,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 72 m²,10400000,72,3+1,"Parmská, Praha 10 - Horní Měcholupy",50.04166181,14.564175745,0,1,0,7,po rekonstrukci,vybaveny
idnes,Prodej bytu 3+kk 98 m²,13950000,98,3+kk,"Pastevců, Praha 4 - Újezd u Průhonic",50.01851,14.5227483333,0,1,0,3,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+1 51 m²,1590000,51,2+1,"Masarykova třída, Orlová - Lutyně, okres Karviná",49.875781,18.430433,1,0,1,7,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 74 m²,7190000,74,3+1,"Tylova, Liberec - Liberec VII-Horní Růžodol",50.75650411,15.059105132,0,0,1,2,dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 78 m²,5290000,78,3+1,"Březová, Město Touškov, okres Plzeň-sever",49.7775036111,13.2489725,0,1,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 49 m²,6190000,49,2+kk,"Záhumenice, Brno - Horní Heršpice",49.1644316488,16.6150942684,1,1,0,1,ve výstavbě,
idnes,Prodej bytu 4+kk 87 m²,9999000,87,4+kk,"Při trati, Praha 4 - Michle",50.0463178062963,14.467393818254505,1,1,0,5,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 2+kk 36 m²,4200000,36,2+kk,"Vřídelní, Karlovy Vary",50.2251214906,12.8830881646,0,0,0,2,velmi dobrý stav,
idnes,Prodej bytu 3+1 71 m²,6850000,71,3+1,"Košťálkova, Beroun - Beroun-Město",49.95414932,14.04833728,0,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+1 36 m²,4050000,36,1+1,"Skupova, Plzeň - Jižní Předměstí",49.724312,13.373894,1,0,0,2,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+1 77 m²,7800000,77,3+1,"Růženy Svobodové, Olomouc - Nová Ulice",49.590435,17.244463,0,1,0,1,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 4+kk 105 m²,12990000,105,4+kk,"Koutníkova, Hradec Králové - Plotiště nad Labem",50.2243813889,15.8026325,1,1,0,3,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 75 m²,10013625,75,2+kk,"Praha 8, okres Praha",50.1235123,14.4830065,1,0,0,1,novostavba,
idnes,Prodej bytu 4+kk 115 m²,15120000,115,4+kk,"Jerlínová, Brno - Žebětín",49.2107428,16.5001773,1,1,0,3,novostavba,
idnes,Prodej bytu 3+kk 87 m²,15144000,87,3+kk,"Leitzova, Praha 5 - Košíře",50.070544,14.358712,1,1,0,3,projekt,nevybaveny
idnes,Prodej bytu 3+1 90 m²,6989000,90,3+1,"Skrétova, Plzeň - Jižní Předměstí",49.743148815621765,13.369025263012578,0,0,0,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 1+kk 24 m²,3895000,24,1+kk,Brno,49.2085551,16.5950041,0,0,0,1,novostavba,
idnes,Prodej bytu 2+kk 67 m²,7310000,67,2+kk,"Jerlínová, Brno - Žebětín",49.2105834577,16.4964281953,1,1,0,1,novostavba,
idnes,Prodej bytu 2+kk 54 m²,6645000,54,2+kk,"Loudova, Olomouc",49.5692236414,17.2538499065,1,1,0,3,novostavba,
idnes,Prodej bytu 5+kk 115 m²,5324985,115,5+kk,"Torrevieja, Španělsko",,,0,1,0,2,velmi dobrý stav,
idnes,Prodej bytu 5+kk 167 m²,24776985,167,5+kk,"Málaga Centro, Španělsko",,,0,1,0,2,po rekonstrukci,
idnes,Prodej bytu 2+1 54 m²,9004396,54,2+1,"Svitákova, Praha 5 - Stodůlky",50.0480552778,14.3019416667,1,1,1,4,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 87 m²,7048919,87,3+kk,"Finestrat, Španělsko",,,0,1,0,2,novostavba,
idnes,Prodej bytu 2+kk 54 m²,6545000,54,2+kk,"Loudova, Olomouc",49.5692236414,17.2538499065,1,1,0,1,novostavba,
idnes,Prodej bytu 2+kk 64 m²,,64,2+kk,"náměstí Biskupa Bruna, Ostrava - Moravská Ostrava",49.8296311836,18.2877537216,1,1,0,7,novostavba,vybaveny
idnes,Prodej bytu 5+kk 173 m²,,173,5+kk,"U dejvického rybníčku, Praha 6 - Dejvice",50.096897565468886,14.371709420327726,1,1,1,4,projekt,nevybaveny
idnes,Prodej bytu 2+kk 54 m²,12500000,54,2+kk,"Na Maninách, Praha 7 - Holešovice",50.10521201914279,14.452415608086673,1,1,1,6,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 76 m²,4990000,76,3+1,"Čejč, okres Hodonín",48.9465268914,16.9651179495,0,1,0,2,po rekonstrukci,nevybaveny
idnes,Prodej bytu 4+kk 194 m²,19900000,194,4+kk,"Na pískách, Praha 6 - Dejvice",50.10552596901862,14.373182304595494,0,1,0,2,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 2+kk 41 m²,9853326,41,2+kk,"Wenzigova, Praha 2 - Nové Město",50.070723594479055,14.430777120019226,0,0,0,2,projekt,nevybaveny
idnes,Prodej bytu 3+kk 74 m²,10669473,74,3+kk,"Voskovcova, Praha 5 - Hlubočepy",50.0290438889,14.3641566667,1,0,1,1,novostavba,nevybaveny
idnes,Prodej bytu 2+kk 51 m²,10377233,51,2+kk,"Wenzigova, Praha 2 - Nové Město",50.070723594479055,14.430777120019226,0,0,0,,projekt,nevybaveny
idnes,Prodej bytu 2+kk 53 m²,12764858,53,2+kk,"Wenzigova, Praha 2 - Nové Město",50.070723594479055,14.430777120019226,0,0,0,2,projekt,nevybaveny
idnes,Prodej bytu 4+kk 125 m²,,125,4+kk,"U dejvického rybníčku, Praha 6 - Dejvice",50.096897565468886,14.371709420327726,1,1,1,3,projekt,nevybaveny
idnes,Prodej bytu 4+kk 210 m²,18990000,210,4+kk,"Táborská, Černošice, okres Praha-západ",49.9499207,14.3155975,1,1,0,3,novostavba,nevybaveny
idnes,Prodej bytu 3+kk 75 m²,8200000,75,3+kk,"Akátová, Znojmo",48.8667118041,16.030615588,0,1,0,1,po rekonstrukci,
idnes,Prodej bytu 2+kk 39 m²,7105000,39,2+kk,"Modřice, okres Brno-venkov",49.1278896512,16.6144112383,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 3+1 93 m²,,93,3+1,"Kosovská, Jihlava",49.3913273582,15.6069749785,0,1,0,1,velmi dobrý stav,
idnes,Prodej bytu 2+1 60 m²,3580000,60,2+1,"Nádražní, Jindřichův Hradec - Jindřichův Hradec II",49.151437,15.003105,0,0,0,,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 4+kk 106 m²,7534000,106,4+kk,"Okružní, Jihlava",49.4045527797,15.600055409,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 2+1 60 m²,4990000,60,2+1,"Pohořelice - Nová Ves, okres Brno-venkov",48.9386204932,16.5274178747,0,0,1,1,dobrý stav,castecne vybaveny
idnes,Prodej bytu 3+1 119 m²,4490000,119,3+1,"Mlýnská, Cvikov - Cvikov I, okres Česká Lípa",50.7774573808,14.6347763365,0,1,0,1,dobrý stav,
idnes,Prodej bytu 2+kk 67 m²,5327000,67,2+kk,"Okružní, Jihlava",49.4045527797,15.600055409,1,1,0,6,novostavba,castecne vybaveny
idnes,Prodej bytu 3+1 99 m²,13490000,99,3+1,"Na Václavce, Praha 5 - Smíchov",50.0652882346,14.3931192571,1,0,0,1,před rekonstrukcí,nevybaveny
idnes,Prodej bytu 3+kk 65 m²,5690000,65,3+kk,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov",49.52945239738314,17.582296705421317,1,1,0,4,ve výstavbě,castecne vybaveny
idnes,Prodej bytu atypického 109 m²,12155069,109,,"C. Helecho Mojón, 03191, Alicante, Španělsko, Španělsko",,,1,1,0,1,ve výstavbě,vybaveny
idnes,Prodej bytu 4+kk 104 m²,9699254,104,4+kk,"C. Helecho Mojón, 03191, Alicante, Španělsko, Španělsko",,,1,1,0,1,ve výstavbě,vybaveny
idnes,Prodej bytu 3+kk 72 m²,5150000,72,3+kk,Jihlava - Hruškové Dvory,49.4076934091,15.6097094609,0,1,0,2,velmi dobrý stav,castecne vybaveny
idnes,Prodej bytu 4+kk 176 m²,9966719,176,4+kk,"Torre de la Horadada, Španělsko",,,1,1,0,1,ve výstavbě,vybaveny
idnes,Prodej bytu 2+kk 50 m²,4680000,50,2+kk,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov",49.52945239738314,17.582296705421317,1,1,0,5,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 4+kk 92 m²,9022000,92,4+kk,"Vodní, Hrušovany u Brna, okres Brno-venkov",49.0279777133,16.5957873189,1,1,0,1,novostavba,nevybaveny
idnes,Prodej bytu 4+kk 105 m²,10696169,105,4+kk,"C. Helecho Mojón, 03191, Alicante, Španělsko, Španělsko",,,1,1,0,1,ve výstavbě,vybaveny
idnes,Prodej bytu 1+1 48 m²,8000000,48,1+1,"Plynární, Praha 7 - Holešovice",50.108046605911,14.445397562089,0,0,0,4,,
idnes,Prodej bytu 4+kk 109 m²,10453019,109,4+kk,"Torre de la Horadada, Španělsko",,,1,1,0,1,ve výstavbě,vybaveny
idnes,Prodej bytu 3+1 88 m²,12990000,88,3+1,"Biskupcova, Praha 3 - Žižkov",50.089764,14.47123,0,0,0,5,po rekonstrukci,castecne vybaveny
idnes,Prodej bytu atypického 127 m²,7778369,127,,"C. Veleta, El Mojón, Alicante, Španělsko, Španělsko",,,0,1,0,1,novostavba,vybaveny
idnes,Prodej bytu 1+kk 28 m²,4300000,28,1+kk,"Nad Loděnicí, Vráž, okres Beroun",49.999263,14.15123,0,0,1,,velmi dobrý stav,nevybaveny
idnes,Prodej bytu 3+kk 65 m²,5230000,65,3+kk,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov",49.52945239738314,17.582296705421317,1,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 4+1 140 m²,20000000,140,4+1,"Plynární, Praha 7 - Holešovice",50.1080466059112,14.445397562089441,0,1,0,,,
idnes,Prodej bytu 2+kk 48 m²,4020000,48,2+kk,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov",49.52945239738314,17.582296705421317,1,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 2+kk 50 m²,4270000,50,2+kk,"Mánesova, Lipník nad Bečvou - Lipník nad Bečvou I-Město, okres Přerov",49.52945239738314,17.582296705421317,1,1,0,1,ve výstavbě,castecne vybaveny
idnes,Prodej bytu 2+kk 38 m²,3290000,38,2+kk,"náměstí Republiky, Jáchymov, okres Karlovy Vary",50.3701419673,12.9163809036,0,0,0,1,novostavba,
idnes,Prodej bytu 3+kk 74 m²,7750000,74,3+kk,"Lipno nad Vltavou, okres Český Krumlov",48.639814,14.226622,1,1,0,1,velmi dobrý stav,vybaveny
idnes,Prodej bytu 3+1 77 m²,9400000,77,3+1,"Žitavského, Praha 5 - Zbraslav",49.96761254,14.3944239731,0,0,1,1,po rekonstrukci,nevybaveny
