source,id,name,price_czk,area_m2,flat_type,locality,lat,lon,has_lift,has_balcony,has_parking,floor,condition,furnished,ownership
bezrealitky,1013324,Prodej bytu 2+kk,17490000,92,2+kk,"Opatovická, Praha - Nové Město",50.0794856,14.4170326,0,0,0,3,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1013306,Prodej bytu 4+kk,10999900,79,4+kk,"Hrusická, Praha - Záběhlice",50.0483454,14.484308,1,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,980192,Prodej bytu 4+1,14000000,110,4+1,"Skřivanova, Brno - Ponava, Jihomoravský kraj",49.2095855,16.6058915,1,0,1,5,velmi dobry,nevybaveny,osobni
bezrealitky,1013303,Prodej bytu 2+kk,8799900,41,2+kk,"Jakutská, Praha - Vršovice",50.0729373,14.4747115,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1001951,Prodej bytu 3+kk,4599000,68,3+kk,"17. listopadu, Ústí nad Labem - Bukov, Ústecký kraj",50.685174,13.995329520067,0,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1002318,Prodej bytu 1+1,5500000,32,1+1,"Lamačova, Praha - Hlubočepy",50.036642516819,14.3736086087,0,0,1,3,dobry,castecne vybaveny,osobni
bezrealitky,1013291,Prodej bytu 3+1,4550000,80,3+1,"Tř. 1. máje, Hranice - Hranice, Olomoucký kraj",49.5540836,17.7352914,1,0,1,7,velmi dobry,castecne vybaveny,osobni
bezrealitky,1002311,Prodej bytu 2+1,8415000,70,2+1,"Rybářská, Brno - Staré Brno, Jihomoravský kraj",49.1858978,16.5865315,0,0,0,3,dobry,castecne vybaveny,osobni
bezrealitky,916624,Prodej bytu ,3500000,75,,"Mattoniho nábřeží, Karlovy Vary - Drahovice, Karlovarský kraj",50.2396832,12.8886519,0,0,1,5,velmi dobry,,osobni
bezrealitky,1013290,Prodej bytu 2+kk,5790000,43,2+kk,"Faměrovo náměstí, Brno - Černovice, Jihomoravský kraj",49.1761445,16.6379376,0,0,1,3,novostavba,nevybaveny,osobni
bezrealitky,1013289,Prodej bytu 2+1,7350000,56,2+1,"Purkyňova, Brno - Královo Pole, Jihomoravský kraj",49.2298158,16.5799536,0,0,0,4,velmi dobry,,osobni
bezrealitky,867416,Prodej bytu 2+1,3690000,61,2+1,"Bratislavská, Břeclav - Břeclav, Jihomoravský kraj",48.750818,16.8939616,0,0,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1002300,Prodej bytu 2+1,8490000,73,2+1,"Výtoňská, Praha - Nedvězí u Říčan",50.0159141,14.6565338,0,0,1,3,velmi dobry,vybaveny,osobni
bezrealitky,1012991,Prodej bytu 1+kk,19800000,58,1+kk,"Kamenická, Praha - Holešovice",50.0981388,14.4279259,1,0,0,5,velmi dobry,vybaveny,osobni
bezrealitky,992706,Prodej bytu 1+kk,6590000,29,1+kk,"K Botiči, Praha - Vršovice",50.0638962,14.4536964,1,0,0,4,project,nevybaveny,osobni
bezrealitky,992049,Prodej bytu 2+kk,9125000,47,2+kk,"K Botiči, Praha - Vršovice",50.0638962,14.4536964,1,0,1,2,novostavba,nevybaveny,osobni
bezrealitky,992708,Prodej bytu 1+kk,2499000,29,1+kk,"K Botiči, Praha - Vršovice",50.0638962,14.4536964,1,0,0,4,project,nevybaveny,druzstevni
bezrealitky,899731,Prodej bytu 2+kk,4900000,61,2+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,1,novostavba,nevybaveny,druzstevni
bezrealitky,992052,Prodej bytu 2+kk,3999000,47,2+kk,"K Botiči, Praha - Vršovice",50.0638962,14.4536964,1,0,1,2,novostavba,nevybaveny,druzstevni
bezrealitky,146722,Prodej bytu 2+1,12500000,80,2+1,"U kříže, Praha - Jinonice",50.053864,14.3681114,1,0,1,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,868801,Prodej bytu 3+kk,7299000,109,3+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,5,po rekonstrukci,nevybaveny,druzstevni
bezrealitky,899730,Prodej bytu 2+kk,11490000,61,2+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,1,novostavba,nevybaveny,osobni
bezrealitky,907446,Prodej bytu 2+kk,11500000,54,2+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,,novostavba,nevybaveny,osobni
bezrealitky,868790,Prodej bytu 3+kk,21990000,106,3+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,2,po rekonstrukci,nevybaveny,osobni
bezrealitky,907450,Prodej bytu 2+kk,5060000,54,2+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,,novostavba,nevybaveny,druzstevni
bezrealitky,868795,Prodej bytu 3+kk,6299000,106,3+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,2,po rekonstrukci,nevybaveny,druzstevni
bezrealitky,868796,Prodej bytu 3+kk,21990000,109,3+kk,"Pod Karlovem, Praha - Vinohrady",50.0676313,14.432498,1,0,0,5,po rekonstrukci,nevybaveny,osobni
bezrealitky,1002294,Prodej bytu 3+kk,4521600,52,3+kk,"Moravská, Prostějov - Prostějov, Olomoucký kraj",49.4668573,17.087936,1,0,1,7,velmi dobry,nevybaveny,osobni
bezrealitky,997902,Prodej bytu 2+kk,5700000,47,2+kk,"B. Němcové, Horoměřice - Horoměřice, Středočeský kraj",50.1282919,14.3328607,0,0,1,1,novostavba,castecne vybaveny,osobni
bezrealitky,1013268,Prodej bytu 3+1,4750000,68,3+1,"Špičák, Český Krumlov - Český Krumlov, Jihočeský kraj",48.8158751,14.3154884,0,0,1,4,dobry,nevybaveny,osobni
bezrealitky,1013016,Prodej bytu 4+1,250000,127,4+1,"Armanspergstraße 5, , Bavorsko",48.88526,12.92233,0,1,1,0,pred rekonstrukci,,
bezrealitky,1011059,Prodej bytu 2+kk,6990000,40,2+kk,"Petrohradská, Praha - Vršovice",50.0635461,14.4531225,1,0,1,2,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,978115,Prodej bytu 3+kk,16500000,98,3+kk,"Zvěřinova, Praha - Strašnice",50.0850783,14.486461,1,1,1,2,velmi dobry,,osobni
bezrealitky,967565,Prodej bytu 3+1,8700000,77,3+1,"Prosecká, Praha - Prosek",50.1212909,14.5034434,1,0,0,8,velmi dobry,castecne vybaveny,osobni
bezrealitky,976576,Prodej bytu 3+kk,4800000,75,3+kk,"U Náspu, Liberec - Liberec, Liberecký kraj",50.7717739,15.0617283,0,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,879627,Prodej bytu 2+kk,12100000,53,2+kk,"Viklefova, Praha - Žižkov",50.0895142,14.4741609,1,0,0,2,po rekonstrukci,vybaveny,osobni
bezrealitky,1001987,Prodej bytu 2+1,3800000,59,2+1,"Obchodní, Slavičín - Slavičín, Zlínský kraj",49.0839905,17.8863879,0,0,0,4,velmi dobry,castecne vybaveny,osobni
bezrealitky,1001959,Prodej bytu 2+1,3490000,48,2+1,"Kubánská, Ostrava - Poruba, Moravskoslezský kraj",49.8238746,18.18700875,1,0,0,8,velmi dobry,nevybaveny,osobni
bezrealitky,1001977,Prodej bytu 3+1,4950000,65,3+1,"Na Výšině, Jablonec nad Nisou - Jablonec nad Nisou, Liberecký kraj",50.7254548,15.1535844,0,0,0,1,dobry,vybaveny,osobni
bezrealitky,1012961,Prodej bytu 1+kk,6950000,30,1+kk,"Kubelíkova, Praha - Žižkov",50.0817778,14.4470497,0,0,0,4,velmi dobry,vybaveny,osobni
bezrealitky,1001964,Prodej bytu 3+1,4500000,62,3+1,"Maroldova, Ostrava - Moravská Ostrava, Moravskoslezský kraj",49.84702735,18.274380177954,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012984,Prodej bytu 1+kk,7900000,40,1+kk,"Třinecká, Praha - Letňany",50.1351182,14.5100869,1,0,1,1,velmi dobry,,osobni
bezrealitky,1012971,Prodej bytu 2+1,3090000,51,2+1,"Na Lani, Nový Jičín - Loučka u Nového Jičína, Moravskoslezský kraj",49.5916588,17.9871525,1,0,0,2,dobry,nevybaveny,osobni
bezrealitky,1001955,Prodej bytu 5+kk,5790000,100,5+kk,"Karlovarská, Pernink - Pernink, Karlovarský kraj",50.3637253,12.7847485,0,0,1,2,velmi dobry,vybaveny,osobni
bezrealitky,1012931,Prodej bytu 4+1,10150000,80,4+1,"Hurbanova, Praha - Krč",50.0247031,14.4542511,1,0,1,11,dobry,castecne vybaveny,osobni
bezrealitky,777630,Prodej bytu 2+kk,8200000,49,2+kk,"Křižanská, Praha - Ďáblice",50.1467094,14.4733585,1,0,1,1,novostavba,,osobni
bezrealitky,685007,Prodej bytu 2+kk,8748475,84,2+kk,"U Konečné, Praha - Dolní Počernice",50.08289,14.5766,1,0,1,1,novostavba,nevybaveny,osobni
bezrealitky,1012940,Prodej bytu 2+kk,9250000,49,2+kk,"Poděbradská, Praha - Vysočany",50.1026212,14.5192052,1,0,1,4,novostavba,castecne vybaveny,osobni
bezrealitky,1012894,Prodej bytu 3+1,3990000,78,3+1,"Dukelská, Mikulov - Mikulov na Moravě, Jihomoravský kraj",48.8144677,16.6483099,0,0,0,2,spatny,nevybaveny,osobni
bezrealitky,1012935,Prodej bytu 2+kk,7500000,41,2+kk,"Poděbradská, Praha - Vysočany",50.1026212,14.5192052,1,0,1,3,novostavba,castecne vybaveny,osobni
bezrealitky,1012918,Prodej bytu 2+1,9690000,68,2+1,"Kloboučnická, Praha - Nusle",50.0613151,14.4497492,1,0,0,1,velmi dobry,nevybaveny,osobni
bezrealitky,1011020,Prodej bytu 3+1,2490000,60,3+1,"Loučná pod Klínovcem - Loučná pod Klínovcem, Ústecký kraj",50.4167335,12.9762332,0,0,0,1,velmi dobry,,osobni
bezrealitky,1012910,Prodej bytu 2+kk,8500000,52,2+kk,"V Olšinách, Praha - Strašnice",50.0708732,14.481157,1,0,0,2,velmi dobry,nevybaveny,osobni
bezrealitky,993134,Prodej bytu 2+kk,9500000,59,2+kk,"Pod Harfou, Praha - Vysočany",50.1043042,14.5103128,1,0,1,6,velmi dobry,,osobni
bezrealitky,985593,Prodej bytu 2+1,7450000,72,2+1,"Křenová, Brno - Trnitá, Jihomoravský kraj",49.1921389,16.6173768,1,0,0,2,dobry,vybaveny,osobni
bezrealitky,1012896,Prodej bytu 3+1,9741220,75,3+1,"Jablonecká, Praha - Prosek",50.1216666,14.500052,1,0,0,10,velmi dobry,,osobni
bezrealitky,1012897,Prodej bytu 2+kk,6290000,64,2+kk,"Loučná pod Klínovcem - Háj u Loučné pod Klínovcem, Ústecký kraj",50.4270564,13.0029963,0,0,1,1,novostavba,,osobni
bezrealitky,1006162,Prodej bytu 3+kk,12900000,75,3+kk,"Škrábkových, Praha - Letňany",50.1408731,14.5188315,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,994839,Prodej bytu 2+kk,10955000,65,2+kk,"Učňovská, Praha - Hrdlořezy",50.09315465,14.504305676929,0,0,1,2,novostavba,castecne vybaveny,osobni
bezrealitky,1010574,Prodej bytu 2+kk,6800000,44,2+kk,"Lodžská, Praha - Bohnice",50.1297434,14.4179033,0,0,1,1,pred rekonstrukci,nevybaveny,osobni
bezrealitky,1012885,Prodej bytu 3+1,1790000,68,3+1,"Na Výsluní, Orlová - Horní Lutyně, Moravskoslezský kraj",49.8748186,18.4394886,1,0,0,7,pred rekonstrukci,nevybaveny,druzstevni
bezrealitky,1011954,Prodej bytu 2+kk,4230000,50,2+kk,"L. M. Pařízka, České Budějovice - České Budějovice 7, Jihočeský kraj",48.9606833,14.4748066,0,1,0,4,dobry,vybaveny,osobni
bezrealitky,1012585,Prodej bytu 2+kk,215000,67,2+kk,Weiden Weiden in der Oberpfalz Bayern 92637,49.67414,12.15638,0,1,0,5,po rekonstrukci,,
bezrealitky,990222,Prodej bytu 3+1,3590000,74,3+1,"Tlapákova, Ostrava - Hrabůvka, Moravskoslezský kraj",49.7837144,18.258969,1,0,0,8,pred rekonstrukci,nevybaveny,osobni
bezrealitky,1012861,Prodej bytu 2+1,7350000,56,2+1,"Palackého třída, Brno - Královo Pole, Jihomoravský kraj",49.2304679,16.5902992,1,0,0,7,velmi dobry,castecne vybaveny,osobni
bezrealitky,966561,Prodej bytu 3+kk,11490000,96,3+kk,"Pastevců, Praha - Újezd u Průhonic",50.019324,14.5196128,0,1,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012881,Prodej bytu 3+kk,8550000,96,3+kk,"Českobratrská, Ostrava - Moravská Ostrava, Moravskoslezský kraj",49.83879665,18.286130814446,0,0,0,3,velmi dobry,vybaveny,osobni
bezrealitky,1008900,Prodej bytu 2+kk,7990000,51,2+kk,"Chudenická, Praha - Hostivař",50.046763,14.5196772,0,0,1,2,novostavba,castecne vybaveny,druzstevni
bezrealitky,999225,Prodej bytu 3+kk,12820000,79,3+kk,"Roháčova, Praha - Žižkov",50.0870867,14.4566089,0,0,0,7,po rekonstrukci,vybaveny,osobni
bezrealitky,1012534,Prodej bytu 3+1,9600000,67,3+1,"Lohniského, Praha - Hlubočepy",50.0376245,14.3751217,1,0,0,7,velmi dobry,vybaveny,osobni
bezrealitky,1012510,Prodej bytu 3+kk,6990000,84,3+kk,"Dómská, Litoměřice - Litoměřice, Ústecký kraj",50.5335272,14.1279734,0,0,0,1,velmi dobry,,osobni
bezrealitky,1012531,Prodej bytu 2+1,4700000,64,2+1,"Soukenická, Liberec - Rochlice u Liberce, Liberecký kraj",50.7591514,15.0708454,1,0,0,4,dobry,castecne vybaveny,osobni
bezrealitky,1010644,Prodej bytu 3+kk,14990000,90,3+kk,"Hrašeho, Praha - Čimice",50.1386228,14.425371,1,0,1,1,novostavba,castecne vybaveny,osobni
bezrealitky,1004918,Prodej bytu 2+kk,9538000,46,2+kk,"Pod Drinopolem, Praha - Břevnov",50.0851334,14.3720231,0,0,0,1,velmi dobry,nevybaveny,osobni
bezrealitky,1009812,Prodej bytu 1+kk,6990000,37,1+kk,"Olgy Havlové, Praha - Žižkov",50.0877645,14.4778401,1,0,0,5,novostavba,castecne vybaveny,osobni
bezrealitky,653967,Prodej bytu 3+1,6420000,73,3+1,"Jateční, Kolín - Kolín, Středočeský kraj",50.01871,15.19989,1,1,1,2,velmi dobry,,osobni
bezrealitky,1012502,Prodej bytu 3+kk,9700000,96,3+kk,"U Ježíška, Plzeň - Plzeň, Plzeňský kraj",49.7407937,13.384871,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,994449,Prodej bytu 1+kk,5350000,26,1+kk,"K Barrandovu, Praha - Hlubočepy",50.0267317,14.368063,1,0,0,3,novostavba,castecne vybaveny,osobni
bezrealitky,1012493,Prodej bytu 1+kk,6000000,33,1+kk,"Sicherova, Praha - Kyje",50.1152878,14.5627532,1,0,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1012496,Prodej bytu 3+kk,9495000,63,3+kk,"Hartigova, Praha - Žižkov",50.0915676,14.4738791,0,0,0,1,velmi dobry,vybaveny,osobni
bezrealitky,1001549,Prodej bytu 3+kk,6950000,121,3+kk,"Luční, Nové Město na Moravě - Nové Město na Moravě, Kraj Vysočina",49.5652575,16.0838313,0,0,1,1,velmi dobry,nevybaveny,osobni
bezrealitky,1012503,Prodej bytu 3+1,5000000,70,3+1,"Slovenská, Chrudim - Chrudim, Pardubický kraj",49.9528233,15.8083349,0,0,1,1,dobry,vybaveny,druzstevni
bezrealitky,918058,Prodej bytu 2+kk,7496900,46,2+kk,"Pec pod Sněžkou - Velká Úpa I, Královéhradecký kraj",50.6907101,15.7521752,0,0,1,1,velmi dobry,,osobni
bezrealitky,999365,Prodej bytu 3+1,8460000,64,3+1,"Křenická, Praha - Strašnice",50.0657534,14.5117942,1,1,0,3,dobry,nevybaveny,osobni
bezrealitky,846507,Prodej bytu 3+kk,16700000,104,3+kk,"Miloše Havla, Praha - Hlubočepy",50.0313128,14.3625769,1,0,1,8,velmi dobry,castecne vybaveny,osobni
bezrealitky,1011620,Prodej bytu 1+kk,4690000,34,1+kk,"třída Generála Píky, Brno - Černá Pole, Jihomoravský kraj",49.2193936,16.616276,1,0,1,6,velmi dobry,,osobni
bezrealitky,954511,Prodej bytu 2+1,2690000,62,2+1,"Slavíčkova, Sokolov - Sokolov, Karlovarský kraj",50.1722196,12.6742767,1,0,0,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,984944,Prodej bytu 2+kk,6500000,40,2+kk,"Čestmírova, Praha - Nusle",50.0642565,14.4431866,0,0,1,1,velmi dobry,,druzstevni
bezrealitky,1012413,Prodej bytu 3+1,3715700,60,3+1,"Lidická, Karlovy Vary - Drahovice, Karlovarský kraj",50.2325686,12.8853169,1,0,0,11,dobry,vybaveny,osobni
bezrealitky,1005308,Prodej bytu 3+kk,10800000,76,3+kk,"Přecechtělova, Praha - Stodůlky",50.036626,14.3399995,1,0,1,7,po rekonstrukci,,osobni
bezrealitky,995148,Prodej bytu 2+1,5300000,56,2+1,"Čestmírova, Praha - Nusle",50.0642565,14.4431866,0,0,1,,po rekonstrukci,nevybaveny,druzstevni
bezrealitky,873965,Prodej bytu 2+kk,14990000,138,2+kk,"Slavíkova, Praha - Žižkov",50.0799141,14.4476306,1,0,0,1,po rekonstrukci,vybaveny,osobni
bezrealitky,1006122,Prodej bytu 3+kk,12250000,80,3+kk,"Stochovská, Praha - Ruzyně",50.0836939,14.3132414,0,0,1,4,velmi dobry,,osobni
bezrealitky,999824,Prodej bytu 5+kk,14500000,185,5+kk,"Plzeňská, Praha - Košíře",50.0704661,14.3791243,1,0,0,6,velmi dobry,nevybaveny,osobni
bezrealitky,1012079,Prodej bytu 1+1,44900,38,1+1,", Bavorsko",49.00242,12.82014,0,0,0,0,undefined,,
bezrealitky,1012086,Prodej bytu 2+1,249000,50,2+1,"Rottenburger Straße 31 E, , Bavorsko",48.57503,12.17462,1,1,1,2,po rekonstrukci,,
bezrealitky,990553,Prodej bytu 2+kk,6780000,54,2+kk,"Zvoncovitá, Praha - Stodůlky",50.0448804,14.3354086,1,0,0,8,velmi dobry,castecne vybaveny,druzstevni
bezrealitky,1001320,Prodej bytu 1+kk,5650000,27,1+kk,"Sokolovská, Praha - Karlín",50.0925008,14.4438167,0,0,0,2,velmi dobry,vybaveny,druzstevni
bezrealitky,1012052,Prodej bytu 1+1,3699000,44,1+1,"Bezdrevská, České Budějovice - České Budějovice 2, Jihočeský kraj",48.9923824,14.4535926,1,0,1,7,in_reconstruction,vybaveny,druzstevni
bezrealitky,1009811,Prodej bytu 3+1,6590000,64,3+1,"Janského, Olomouc - Povel, Olomoucký kraj",49.5776409,17.2428451,1,0,0,6,velmi dobry,castecne vybaveny,osobni
bezrealitky,1010207,Prodej bytu 1+1,2700000,42,1+1,"Gen. Hrušky, Ostrava - Mariánské Hory, Moravskoslezský kraj",49.8361869,18.2578155,0,0,0,14,dobry,castecne vybaveny,druzstevni
bezrealitky,1012060,Prodej bytu 2+kk,8700000,57,2+kk,"Laudonova, Praha - Štěrboholy",50.0744839,14.5503039,1,0,1,2,velmi dobry,castecne vybaveny,osobni
bezrealitky,1003930,Prodej bytu 3+1,8650000,80,3+1,"Imrychova, Praha - Kamýk",50.014495,14.4294526,1,0,0,1,pred rekonstrukci,nevybaveny,osobni
bezrealitky,1009153,Prodej bytu 3+1,4490000,80,3+1,"Mládeže, Ostrava - Hrabůvka, Moravskoslezský kraj",49.7943558,18.2577576,0,0,1,3,dobry,,druzstevni
bezrealitky,1009144,Prodej bytu 1+kk,7980000,32,1+kk,"U Lihovaru, Praha - Smíchov",50.0533351,14.4098648,1,0,0,2,novostavba,castecne vybaveny,osobni
bezrealitky,1012014,Prodej bytu 3+kk,17000000,79,3+kk,"Grafická, Praha - Smíchov",50.0731858,14.3959459,1,0,1,3,velmi dobry,,osobni
bezrealitky,1001301,Prodej bytu 1+1,2518500,33,1+1,"Anglická, Mariánské Lázně - Úšovice, Karlovarský kraj",49.9677531,12.7063187,0,0,1,1,velmi dobry,vybaveny,osobni
bezrealitky,1012028,Prodej bytu 3+kk,6180000,54,3+kk,"M. D. Rettigové, Hradec Králové - Hradec Králové, Královéhradecký kraj",50.2171236,15.8240388,0,0,0,1,po rekonstrukci,nevybaveny,osobni
bezrealitky,1001300,Prodej bytu 3+kk,10000000,83,3+kk,"Davídkova, Praha - Libeň",50.1193704,14.4697772,0,0,1,1,dobry,,osobni
bezrealitky,1001291,Prodej bytu 4+1,7990000,101,4+1,"Kaštanová, Rosice - Rosice u Brna, Jihomoravský kraj",49.1859977,16.3806685,1,0,1,1,dobry,castecne vybaveny,osobni
bezrealitky,1008941,Prodej bytu 2+kk,7455500,81,2+kk,"Gruzínská, Plzeň - Plzeň, Plzeňský kraj",49.7325405,13.394023,0,0,1,3,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1012000,Prodej bytu 3+1,6390000,78,3+1,"Brožíkova, Hradec Králové - Nový Hradec Králové, Královéhradecký kraj",50.190867,15.8465201,0,0,0,1,dobry,nevybaveny,osobni
bezrealitky,1011995,Prodej bytu 2+kk,6800000,41,2+kk,"Mendelova, Praha - Háje",50.0323357,14.5329286,1,0,0,10,velmi dobry,castecne vybaveny,druzstevni
bezrealitky,1011992,Prodej bytu 3+kk,12875000,70,3+kk,"Do Zahrádek Ⅰ, Praha - Třebonice",50.0566341,14.2918364,1,0,1,3,novostavba,vybaveny,osobni
bezrealitky,1006558,Prodej bytu 2+1,8790000,56,2+1,"Královická, Praha - Strašnice",50.065065,14.5103611,0,0,0,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,1011961,Prodej bytu 3+kk,12000000,93,3+kk,"Dub - Dub u Prachatic, Jihočeský kraj",49.1077509,14.0137489,0,0,1,1,po rekonstrukci,nevybaveny,osobni
bezrealitky,1011994,Prodej bytu 3+1,11200000,80,3+1,"5. května, Praha - Nusle",50.0604096,14.4326302,1,0,0,1,velmi dobry,,osobni
bezrealitky,1009786,Prodej bytu 2+kk,3702000,55,2+kk,"Arnošta Valenty, Praha - Černý Most",50.1013786,14.5704543,1,0,0,3,novostavba,nevybaveny,druzstevni
bezrealitky,1011990,Prodej bytu 3+kk,7690000,70,3+kk,"Severní, Hradec Králové - Slezské Předměstí, Královéhradecký kraj",50.2210988,15.8486888,0,0,0,1,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1011983,Prodej bytu 3+kk,10450000,82,3+kk,"U Lipové aleje, Praha - Dubeč",50.0581259,14.579355,0,0,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,978858,Prodej bytu 3+1,9650000,75,3+1,"Počernická, Praha - Malešice",50.0806775,14.4951475,1,0,1,1,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1011659,Prodej bytu 1+1,3500000,35,1+1,"Budovatelská, Písek - Písek, Jihočeský kraj",49.3022837,14.1608474,0,0,0,8,po rekonstrukci,vybaveny,osobni
bezrealitky,1001263,Prodej bytu 3+kk,13490000,80,3+kk,"Krupská, Praha - Strašnice",50.0686755,14.4963011,0,0,1,2,velmi dobry,,osobni
bezrealitky,950064,Prodej bytu 2+kk,7790000,40,2+kk,"Bártlova, Praha - Horní Počernice",50.123192357795,14.635096327507,0,0,1,2,novostavba,vybaveny,osobni
bezrealitky,995119,Prodej bytu 2+1,12739000,69,2+1,"Pernerova, Praha - Karlín",50.0894748,14.4455204,1,0,1,1,po rekonstrukci,castecne vybaveny,osobni
bezrealitky,1011947,Prodej bytu 3+1,4900000,75,3+1,"Ratibořská, Opava - Kateřinky u Opavy, Moravskoslezský kraj",49.9414012,17.9123607,1,0,1,8,velmi dobry,castecne vybaveny,osobni
bezrealitky,1011952,Prodej bytu 1+kk,7100000,32,1+kk,"Granitova, Praha - Hloubětín",50.1085953,14.5273547,1,1,1,2,novostavba,vybaveny,osobni
bezrealitky,1011942,Prodej bytu 3+kk,2900000,69,3+kk,"Sídl. Míru, Volary - Volary, Jihočeský kraj",48.9118401,13.8946114,1,0,0,4,after_partial_reconstruction,castecne vybaveny,druzstevni
bezrealitky,1011945,Prodej bytu 1+kk,7150000,60,1+kk,"Vorařská, Praha - Modřany",50.0129855,14.3999726,1,0,1,2,velmi dobry,,osobni
bezrealitky,1002266,Prodej bytu 3+kk,11500000,79,3+kk,"Pivovarnická, Praha - Libeň",50.1094516,14.4746725,0,0,0,1,po rekonstrukci,nevybaveny,osobni
bezrealitky,997918,Prodej bytu 2+1,3485000,64,2+1,"1. máje, Vimperk - Vimperk, Jihočeský kraj",49.0665969,13.7815733,0,0,1,2,velmi dobry,,osobni
bezrealitky,1005691,Prodej bytu 1+kk,4390740,28,1+kk,"Huťská, Kladno - Kladno, Středočeský kraj",50.1509532,14.1148909,1,0,0,1,novostavba,nevybaveny,osobni
bezrealitky,1006169,Prodej bytu 3+kk,5787000,68,3+kk,"Michalovická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem, Středočeský kraj",50.1869846,14.6595043,0,0,0,3,po rekonstrukci,,druzstevni
bezrealitky,1000497,Prodej bytu 3+1,5975880,67,3+1,"Fügnerova, Hluboká nad Vltavou - Hluboká nad Vltavou, Jihočeský kraj",49.0596447,14.4290172,1,1,0,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1005715,Prodej bytu 1+kk,4139137,28,1+kk,"Huťská, Kladno - Kladno, Středočeský kraj",50.1509532,14.1148909,1,0,0,3,novostavba,nevybaveny,osobni
bezrealitky,998313,Prodej bytu 4+kk,15460000,179,4+kk,"Pečárková, Praha - Pitkovice",50.0159125,14.5839525,0,1,1,3,velmi dobry,nevybaveny,osobni
bezrealitky,1001893,Prodej bytu 1+1,7977000,40,1+1,"Kafkova, Praha - Dejvice",50.0989245,14.3920772,1,0,0,4,velmi dobry,,druzstevni
bezrealitky,1005279,Prodej bytu 3+1,11250000,88,3+1,"Na Vyhlídce, Praha - Prosek",50.1178661,14.4872539,0,1,1,3,velmi dobry,castecne vybaveny,osobni
bezrealitky,1010164,Prodej bytu 3+1,4695000,71,3+1,"V Mišpulkách, Kutná Hora - Kutná Hora, Středočeský kraj",49.9493943,15.2602304,0,0,0,3,pred rekonstrukci,nevybaveny,osobni
bezrealitky,980811,Prodej bytu 2+1,5500000,58,2+1,"Matoušova, Liberec - Liberec, Liberecký kraj",50.7647425,15.0493753,1,1,1,6,velmi dobry,nevybaveny,osobni
bezrealitky,947463,Prodej bytu 3+1,13490000,96,3+1,"Vinohradská, Praha - Vinohrady",50.0775056,14.4579736,1,0,1,4,dobry,nevybaveny,druzstevni
bezrealitky,971811,Prodej bytu 3+kk,6253800,74,3+kk,"Alešova, Plzeň - Plzeň, Plzeňský kraj",49.7330264,13.3713784,0,0,1,3,po rekonstrukci,nevybaveny,osobni
bezrealitky,972967,Prodej bytu 1+1,6240000,37,1+1,"Jaromírova, Praha - Nusle",50.0648946,14.4261878,0,0,0,2,pred rekonstrukci,,osobni
bezrealitky,978866,Prodej bytu 3+kk,6385000,69,3+kk,"Drásov - Drásov, Jihomoravský kraj",49.3318339,16.477985,0,0,1,1,velmi dobry,castecne vybaveny,osobni
bezrealitky,948654,Prodej bytu 4+kk,27900000,122,4+kk,"Tomášská, Praha - Malá Strana",50.0890821,14.4049602,0,0,0,2,velmi dobry,nevybaveny,osobni
bezrealitky,969596,Prodej bytu 3+kk,6500000,74,3+kk,"Jablonec nad Jizerou - Bratrouchov, Liberecký kraj",50.7007683,15.4678674,1,1,1,1,novostavba,,osobni
bezrealitky,992716,Prodej bytu 3+kk,12990000,115,3+kk,"Pod Kotlaskou, Praha - Libeň",50.1055831,14.4780656,0,0,0,0,po rekonstrukci,castecne vybaveny,osobni
